sip,sport,dip,dport,proto,first_timestamp,total_time,pkt_fwd_count,pl_fwd_count,last_timestamp_fwd,pl_len_fwd_mean,pl_len_fwd_stdev,pl_len_fwd_total,pl_len_fwd_min,pl_len_fwd_max,pkt_len_fwd_mean,pkt_len_fwd_stdev,pkt_len_fwd_total,pkt_len_fwd_min,pkt_len_fwd_max,pkt_bwd_count,pl_bwd_count,last_timestamp_bwd,pl_len_bwd_mean,pl_len_bwd_stdev,pl_len_bwd_total,pl_len_bwd_min,pl_len_bwd_max,pkt_len_bwd_mean,pkt_len_bwd_stdev,pkt_len_bwd_total,pkt_len_bwd_min,pkt_len_bwd_max,dd,dn,dns,ds,application,app,traffic_type,label,pkt_flow_fwd_count,pkt_flow_bwd_count,pl_flow_fwd_count,pl_flow_bwd_count,pkt_count_ratio,pkt_bytes_ratio,pl_count_ratio,pl_bytes_ratio,time_difference_seconds,bucket
192.168.0.29,61305,192.168.0.1,53,17,1721796679,321,2,2,1721796679334266,39.0,0.0,78,39,39,67.0,0.0,134,67,67,2,2,1721796679334587,55.0,0.0,110,55,55,83.0,0.0,166,83,83,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.2388059701492538,0.6666666666666666,1.4102564102564104,3077,102
192.168.0.29,56814,192.168.0.1,53,17,1721796679,69047,4,4,1721796679690502,64.0,0.0,256,64,64,92.0,0.0,368,92,92,4,4,1721796679714762,157.0,0.0,628,157,157,185.0,0.0,740,185,185,Unknown,Unknown,Unknown,Unknown,Zoom,Zoom,Unknown,dns,1,1,1,1,0.8,2.010869565217391,0.8,2.453125,3077,102
192.168.0.29,60839,192.168.0.1,53,17,1721796679,205,2,2,1721796679322541,38.0,0.0,76,38,38,66.0,0.0,132,66,66,2,2,1721796679322746,86.0,0.0,172,86,86,114.0,0.0,228,114,114,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.7272727272727273,0.6666666666666666,2.263157894736842,3077,102
192.168.0.29,53992,192.168.0.1,53,17,1721796679,8125,2,2,1721796679311565,38.0,0.0,76,38,38,66.0,0.0,132,66,66,2,2,1721796679319690,86.0,0.0,172,86,86,114.0,0.0,228,114,114,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.7272727272727273,0.6666666666666666,2.263157894736842,3077,102
192.168.0.29,49348,192.168.0.1,53,17,1721796679,23233,2,2,1721796679308180,28.0,0.0,56,28,28,56.0,0.0,112,56,56,2,2,1721796679331413,79.0,0.0,158,79,79,107.0,0.0,214,107,107,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.9107142857142858,0.6666666666666666,2.8214285714285716,3077,102
192.168.0.29,64991,192.168.0.1,53,17,1721796679,25539,2,2,1721796679161755,32.0,0.0,64,32,32,60.0,0.0,120,60,60,2,2,1721796679187294,88.0,0.0,176,88,88,116.0,0.0,232,116,116,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.9333333333333333,0.6666666666666666,2.75,3077,102
192.168.0.29,61005,192.168.0.1,53,17,1721796679,332,2,2,1721796679157707,32.0,0.0,64,32,32,60.0,0.0,120,60,60,2,2,1721796679158039,64.0,0.0,128,64,64,92.0,0.0,184,92,92,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.5333333333333334,0.6666666666666666,2.0,3077,102
192.168.0.29,53223,192.168.0.1,53,17,1721796679,21962,2,2,1721796679133143,32.0,0.0,64,32,32,60.0,0.0,120,60,60,2,2,1721796679155105,64.0,0.0,128,64,64,92.0,0.0,184,92,92,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.5333333333333334,0.6666666666666666,2.0,3077,102
192.168.0.29,61877,192.168.0.1,53,17,1721796679,3587,2,2,1721796679403215,37.0,0.0,74,37,37,65.0,0.0,130,65,65,2,2,1721796679406802,121.0,0.0,242,121,121,149.0,0.0,298,149,149,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,2.292307692307692,0.6666666666666666,3.27027027027027,3077,102
192.168.0.65,59282,192.168.0.1,53,6,1721796680,45123,6,2,1721796680591803,20.0,18.0,40,2,38,48.666668,13.792106,292,40,78,6,1,1721796680591579,127.0,0.0,127,127,127,63.166668,46.641956,379,40,167,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.297945205479452,0.3333333333333333,3.175,3078,102
192.168.0.65,59281,192.168.0.1,53,6,1721796680,4226,6,2,1721796680550444,20.0,18.0,40,2,38,48.666668,13.792106,292,40,78,6,1,1721796680550256,86.0,0.0,86,86,86,56.333332,31.462503,338,40,126,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.1575342465753424,0.3333333333333333,2.15,3078,102
192.168.0.223,50959,192.168.0.1,53,17,1721796681,349,4,4,1721796681313205,33.0,0.0,132,33,33,61.0,0.0,244,61,61,4,4,1721796681313437,64.0,15.0,256,49,79,92.0,15.0,368,77,107,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8,1.5081967213114753,0.8,1.9393939393939394,3079,102
192.168.0.119,54736,192.168.0.1,53,17,1721796684,214,2,2,1721796684414231,39.0,0.0,78,39,39,67.0,0.0,134,67,67,2,2,1721796684414445,55.0,0.0,110,55,55,83.0,0.0,166,83,83,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.2388059701492538,0.6666666666666666,1.4102564102564104,3082,102
192.168.0.65,59283,192.168.0.1,53,6,1721796686,23923,6,2,1721796686342554,23.0,21.0,46,2,44,49.666668,15.933892,298,40,84,6,1,1721796686342412,62.0,0.0,62,62,62,52.333332,22.639692,314,40,102,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.0536912751677852,0.3333333333333333,1.3478260869565217,3084,102
192.168.0.65,59284,192.168.0.1,53,6,1721796686,16071,6,2,1721796686334884,23.0,21.0,46,2,44,49.666668,15.933892,298,40,84,6,1,1721796686334681,96.0,0.0,96,96,96,58.0,35.15679,348,40,136,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.167785234899329,0.3333333333333333,2.0869565217391304,3084,102
192.168.0.119,49351,192.168.0.1,53,17,1721796686,55766651,6,6,1721796689804174,52.0,0.0,312,52,52,80.0,0.0,480,80,80,6,6,1721796742553834,52.0,0.0,312,52,52,80.0,0.0,480,80,80,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.0,0.8571428571428571,1.0,3084,102
192.168.0.65,59285,192.168.0.1,53,6,1721796687,27731,6,2,1721796687437332,20.5,18.5,41,2,39,48.833332,14.147046,293,40,79,6,1,1721796687437196,121.0,0.0,121,121,121,62.166668,44.416275,373,40,161,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.273037542662116,0.3333333333333333,2.951219512195122,3085,102
192.168.0.65,59286,192.168.0.1,53,6,1721796687,26606,6,2,1721796687436633,20.5,18.5,41,2,39,48.833332,14.147046,293,40,79,6,1,1721796687436485,98.0,0.0,98,98,98,58.333332,35.89646,350,40,138,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.1945392491467577,0.3333333333333333,2.3902439024390243,3085,102
192.168.0.222,55520,192.168.0.1,53,17,1721796692,26494,4,4,1721796693007485,33.0,0.0,132,33,33,61.0,0.0,244,61,61,4,4,1721796693012811,49.0,0.0,196,49,49,77.0,0.0,308,77,77,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8,1.2622950819672132,0.8,1.4848484848484849,3090,102
192.168.0.222,62711,192.168.0.1,53,17,1721796692,22099,4,4,1721796693007484,47.0,0.0,188,47,47,75.0,0.0,300,75,75,4,4,1721796693013493,63.0,0.0,252,63,63,91.0,0.0,364,91,91,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8,1.2133333333333334,0.8,1.3404255319148937,3090,102
192.168.0.222,63793,192.168.0.1,53,17,1721796693,291,2,2,1721796693009942,33.0,0.0,66,33,33,61.0,0.0,122,61,61,2,2,1721796693010233,49.0,0.0,98,49,49,77.0,0.0,154,77,77,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.2622950819672132,0.6666666666666666,1.4848484848484849,3091,103
192.168.0.222,50986,192.168.0.1,53,17,1721796693,21892,2,2,1721796693011049,33.0,0.0,66,33,33,61.0,0.0,122,61,61,2,2,1721796693032941,61.0,0.0,122,61,61,89.0,0.0,178,89,89,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.459016393442623,0.6666666666666666,1.8484848484848484,3091,103
192.168.0.222,61814,192.168.0.1,53,17,1721796693,22857,2,2,1721796693016045,47.0,0.0,94,47,47,75.0,0.0,150,75,75,2,2,1721796693038902,75.0,0.0,150,75,75,103.0,0.0,206,103,103,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.3733333333333333,0.6666666666666666,1.5957446808510638,3091,103
192.168.0.119,62034,192.168.0.1,53,17,1721796693,237,2,2,1721796693817010,39.0,0.0,78,39,39,67.0,0.0,134,67,67,2,2,1721796693817247,55.0,0.0,110,55,55,83.0,0.0,166,83,83,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.2388059701492538,0.6666666666666666,1.4102564102564104,3091,103
192.168.0.222,53264,192.168.0.1,53,17,1721796693,266,2,2,1721796693014940,47.0,0.0,94,47,47,75.0,0.0,150,75,75,2,2,1721796693015206,63.0,0.0,126,63,63,91.0,0.0,182,91,91,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.2133333333333334,0.6666666666666666,1.3404255319148937,3091,103
192.168.0.65,59288,192.168.0.1,53,6,1721796694,4444,6,2,1721796694622883,17.5,15.5,35,2,33,47.833332,12.033523,287,40,73,6,1,1721796694622682,92.0,0.0,92,92,92,57.333332,33.67822,344,40,132,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.1986062717770034,0.3333333333333333,2.6285714285714286,3092,103
192.168.0.65,59287,192.168.0.1,53,6,1721796694,1750,6,2,1721796694619777,17.5,15.5,35,2,33,47.833332,12.033523,287,40,73,6,1,1721796694619639,51.0,0.0,51,51,51,50.5,18.634645,303,40,91,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.0557491289198606,0.3333333333333333,1.457142857142857,3092,103
192.168.0.114,62145,192.168.0.1,53,17,1721796695,87609,4,4,1721796695061521,39.0,0.0,156,39,39,67.0,0.0,268,67,67,4,4,1721796695118409,84.0,0.0,336,84,84,112.0,0.0,448,112,112,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8,1.671641791044776,0.8,2.1538461538461537,3093,103
192.168.0.119,62875,192.168.0.1,53,17,1721796696,59562205,6,6,1721796699111233,52.0,0.0,312,52,52,80.0,0.0,480,80,80,6,6,1721796755655924,52.0,0.0,312,52,52,80.0,0.0,480,80,80,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.0,0.8571428571428571,1.0,3094,103
192.168.0.119,63178,192.168.0.1,53,17,1721796703,212,2,2,1721796703115480,39.0,0.0,78,39,39,67.0,0.0,134,67,67,2,2,1721796703115692,55.0,0.0,110,55,55,83.0,0.0,166,83,83,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.2388059701492538,0.6666666666666666,1.4102564102564104,3101,103
192.168.0.222,54390,192.168.0.1,53,17,1721796704,1942,2,2,1721796704133590,33.0,0.0,66,33,33,61.0,0.0,122,61,61,2,2,1721796704135532,49.0,0.0,98,49,49,77.0,0.0,154,77,77,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.2622950819672132,0.6666666666666666,1.4848484848484849,3102,103
192.168.0.222,65392,192.168.0.1,53,17,1721796704,169,2,2,1721796704136847,33.0,0.0,66,33,33,61.0,0.0,122,61,61,2,2,1721796704137016,49.0,0.0,98,49,49,77.0,0.0,154,77,77,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.2622950819672132,0.6666666666666666,1.4848484848484849,3102,103
192.168.0.119,63031,192.168.0.1,53,17,1721796705,47968431,6,6,1721796708522325,52.0,0.0,312,52,52,80.0,0.0,480,80,80,6,6,1721796753478227,52.0,0.0,312,52,52,80.0,0.0,480,80,80,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.0,0.8571428571428571,1.0,3103,103
192.168.0.114,61798,192.168.0.1,53,17,1721796706,243,2,2,1721796706724580,38.0,0.0,76,38,38,66.0,0.0,132,66,66,2,2,1721796706724823,84.0,0.0,168,84,84,112.0,0.0,224,112,112,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.696969696969697,0.6666666666666666,2.210526315789474,3104,103
192.168.0.114,54471,192.168.0.1,53,17,1721796706,95,2,2,1721796706724774,38.0,0.0,76,38,38,66.0,0.0,132,66,66,2,2,1721796706724869,125.0,0.0,250,125,125,153.0,0.0,306,153,153,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,2.3181818181818183,0.6666666666666666,3.289473684210526,3104,103
192.168.0.114,65348,192.168.0.1,53,17,1721796706,306,2,2,1721796706673155,44.0,0.0,88,44,44,72.0,0.0,144,72,72,2,2,1721796706673461,60.0,0.0,120,60,60,88.0,0.0,176,88,88,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.2222222222222223,0.6666666666666666,1.3636363636363635,3104,103
192.168.0.114,58909,192.168.0.1,53,17,1721796706,97,2,2,1721796706673418,44.0,0.0,88,44,44,72.0,0.0,144,72,72,2,2,1721796706673515,94.0,0.0,188,94,94,122.0,0.0,244,122,122,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.6944444444444444,0.6666666666666666,2.1363636363636362,3104,103
192.168.0.114,51144,192.168.0.1,53,17,1721796708,339,2,2,1721796708644450,39.0,0.0,78,39,39,67.0,0.0,134,67,67,2,2,1721796708644788,119.0,0.0,238,119,119,147.0,0.0,294,147,147,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,2.1940298507462686,0.6666666666666666,3.051282051282051,3106,103
192.168.0.114,55649,192.168.0.1,53,17,1721796708,176,2,2,1721796708644742,39.0,0.0,78,39,39,67.0,0.0,134,67,67,2,2,1721796708644918,96.0,0.0,192,96,96,124.0,0.0,248,124,124,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.8507462686567164,0.6666666666666666,2.4615384615384617,3106,103
192.168.0.119,51439,192.168.0.1,53,17,1721796712,297,2,2,1721796712532498,39.0,0.0,78,39,39,67.0,0.0,134,67,67,2,2,1721796712532795,55.0,0.0,110,55,55,83.0,0.0,166,83,83,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.2388059701492538,0.6666666666666666,1.4102564102564104,3110,103
192.168.0.114,64807,192.168.0.1,53,17,1721796713,342,2,2,1721796713644559,33.0,0.0,66,33,33,61.0,0.0,122,61,61,2,2,1721796713644901,49.0,0.0,98,49,49,77.0,0.0,154,77,77,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.2622950819672132,0.6666666666666666,1.4848484848484849,3111,103
192.168.0.114,55820,192.168.0.1,53,17,1721796713,34164,2,2,1721796713644786,33.0,0.0,66,33,33,61.0,0.0,122,61,61,2,2,1721796713678950,90.0,0.0,180,90,90,118.0,0.0,236,118,118,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.9344262295081966,0.6666666666666666,2.727272727272727,3111,103
192.168.0.119,62708,192.168.0.1,53,17,1721796714,35554560,6,6,1721796717930006,52.0,0.0,312,52,52,80.0,0.0,480,80,80,6,6,1721796750477612,52.0,0.0,312,52,52,80.0,0.0,480,80,80,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.0,0.8571428571428571,1.0,3112,103
192.168.0.119,62170,192.168.0.1,53,17,1721796721,215,2,2,1721796721943223,39.0,0.0,78,39,39,67.0,0.0,134,67,67,2,2,1721796721943437,55.0,0.0,110,55,55,83.0,0.0,166,83,83,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.2388059701492538,0.6666666666666666,1.4102564102564104,3119,103
192.168.0.119,58973,192.168.0.1,53,17,1721796724,29145400,6,6,1721796727335863,52.0,0.0,312,52,52,80.0,0.0,480,80,80,6,6,1721796753478218,52.0,0.0,312,52,52,80.0,0.0,480,80,80,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.0,0.8571428571428571,1.0,3122,104
192.168.0.30,60194,192.168.0.1,53,17,1721796728,4818,2,2,1721796728127329,58.0,0.0,116,58,58,86.0,0.0,172,86,86,2,2,1721796728132147,142.0,0.0,284,142,142,170.0,0.0,340,170,170,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.9767441860465116,0.6666666666666666,2.4482758620689653,3126,104
192.168.0.65,59292,192.168.0.1,53,6,1721796728,1304,6,2,1721796728382392,17.5,15.5,35,2,33,47.833332,12.033523,287,40,73,6,1,1721796728382286,92.0,0.0,92,92,92,57.333332,33.67822,344,40,132,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.1986062717770034,0.3333333333333333,2.6285714285714286,3126,104
192.168.0.30,33553,192.168.0.1,53,17,1721796728,5108,2,2,1721796728127038,58.0,0.0,116,58,58,86.0,0.0,172,86,86,2,2,1721796728132146,142.0,0.0,284,142,142,170.0,0.0,340,170,170,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.9767441860465116,0.6666666666666666,2.4482758620689653,3126,104
192.168.0.65,59291,192.168.0.1,53,6,1721796728,1132,6,2,1721796728382139,17.5,15.5,35,2,33,47.833332,12.033523,287,40,73,6,1,1721796728382051,51.0,0.0,51,51,51,50.5,18.634645,303,40,91,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.0557491289198606,0.3333333333333333,1.457142857142857,3126,104
192.168.0.119,50323,192.168.0.1,53,17,1721796731,228,2,2,1721796731342577,39.0,0.0,78,39,39,67.0,0.0,134,67,67,2,2,1721796731342805,55.0,0.0,110,55,55,83.0,0.0,166,83,83,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.2388059701492538,0.6666666666666666,1.4102564102564104,3129,104
192.168.0.65,63259,192.168.0.1,53,17,1721796732,166943549,6,6,1721796899650016,34.333332,0.9428234,206,33,35,62.333332,0.9428234,374,61,63,6,6,1721796899658008,128.33333,22.156052,770,97,144,156.33333,22.156052,938,125,172,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,2.5080213903743314,0.8571428571428571,3.737864077669903,3130,104
192.168.0.119,60904,192.168.0.1,53,17,1721796733,9830690,6,6,1721796736769807,52.0,0.0,312,52,52,80.0,0.0,480,80,80,6,6,1721796743573925,52.0,0.0,312,52,52,80.0,0.0,480,80,80,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.0,0.8571428571428571,1.0,3131,104
192.168.0.65,59294,192.168.0.1,53,6,1721796735,1090,6,2,1721796735928839,17.5,15.5,35,2,33,47.833332,12.033523,287,40,73,6,1,1721796735928693,51.0,0.0,51,51,51,50.5,18.634645,303,40,91,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.0557491289198606,0.3333333333333333,1.457142857142857,3133,104
192.168.0.65,59295,192.168.0.1,53,6,1721796735,22668,6,2,1721796735950558,17.5,15.5,35,2,33,47.833332,12.033523,287,40,73,6,1,1721796735950307,85.0,0.0,85,85,85,56.166668,31.093494,337,40,125,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.1742160278745644,0.3333333333333333,2.4285714285714284,3133,104
192.168.0.29,60374,192.168.0.1,53,17,1721796737,50943,4,4,1721796737485197,52.0,0.0,208,52,52,80.0,0.0,320,80,80,4,4,1721796737503702,151.0,0.0,604,151,151,179.0,0.0,716,179,179,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8,2.2375,0.8,2.9038461538461537,3135,104
192.168.0.29,63801,192.168.0.1,53,17,1721796737,292,2,2,1721796737494728,71.0,0.0,142,71,71,99.0,0.0,198,99,99,2,2,1721796737495020,103.0,0.0,206,103,103,131.0,0.0,262,131,131,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.3232323232323233,0.6666666666666666,1.4507042253521127,3135,104
192.168.0.29,49912,192.168.0.1,53,17,1721796737,16117,2,2,1721796737499179,71.0,0.0,142,71,71,99.0,0.0,198,99,99,2,2,1721796737515296,153.0,0.0,306,153,153,181.0,0.0,362,181,181,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.8282828282828283,0.6666666666666666,2.1549295774647885,3135,104
192.168.0.29,52414,192.168.0.1,53,17,1721796737,249,2,2,1721796737777157,39.0,0.0,78,39,39,67.0,0.0,134,67,67,2,2,1721796737777406,71.0,0.0,142,71,71,99.0,0.0,198,99,99,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.4776119402985075,0.6666666666666666,1.8205128205128205,3135,104
192.168.0.29,52269,192.168.0.1,53,17,1721796737,45771,4,4,1721796737825287,39.0,0.0,156,39,39,67.0,0.0,268,67,67,4,4,1721796737825585,95.0,0.0,380,95,95,123.0,0.0,492,123,123,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8,1.835820895522388,0.8,2.4358974358974357,3135,104
192.168.0.119,61478,192.168.0.1,53,17,1721796740,328,2,2,1721796740625216,52.0,0.0,104,52,52,80.0,0.0,160,80,80,2,2,1721796740625544,52.0,0.0,104,52,52,80.0,0.0,160,80,80,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.0,0.6666666666666666,1.0,3138,104
192.168.0.114,57105,192.168.0.1,53,17,1721796744,34016,2,2,1721796744650023,34.0,0.0,68,34,34,62.0,0.0,124,62,62,2,2,1721796744684039,50.0,0.0,100,50,50,78.0,0.0,156,78,78,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.2580645161290323,0.6666666666666666,1.4705882352941178,3142,104
192.168.0.119,56374,192.168.0.1,53,17,1721796745,327,2,2,1721796745377611,52.0,0.0,104,52,52,80.0,0.0,160,80,80,2,2,1721796745377938,52.0,0.0,104,52,52,80.0,0.0,160,80,80,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.0,0.6666666666666666,1.0,3143,104
192.168.0.222,64344,192.168.0.1,53,17,1721796746,22822,2,2,1721796746424408,42.0,0.0,84,42,42,70.0,0.0,140,70,70,2,2,1721796746447230,70.0,0.0,140,70,70,98.0,0.0,196,98,98,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.4,0.6666666666666666,1.6666666666666667,3144,104
192.168.0.29,58665,192.168.0.1,53,17,1721796746,23656,2,2,1721796746777790,38.0,0.0,76,38,38,66.0,0.0,132,66,66,2,2,1721796746801446,97.0,0.0,194,97,97,125.0,0.0,250,125,125,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.893939393939394,0.6666666666666666,2.5526315789473686,3144,104
192.168.0.222,55249,192.168.0.1,53,17,1721796746,21660,4,4,1721796746418496,42.0,0.0,168,42,42,70.0,0.0,280,70,70,4,4,1721796746421720,58.0,0.0,232,58,58,86.0,0.0,344,86,86,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8,1.2285714285714286,0.8,1.380952380952381,3144,104
192.168.0.222,63014,192.168.0.1,53,17,1721796746,306,2,2,1721796746423156,42.0,0.0,84,42,42,70.0,0.0,140,70,70,2,2,1721796746423462,58.0,0.0,116,58,58,86.0,0.0,172,86,86,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.2285714285714286,0.6666666666666666,1.380952380952381,3144,104
192.168.0.29,57788,192.168.0.1,53,17,1721796750,4990,2,2,1721796750553480,29.0,0.0,58,29,29,57.0,0.0,114,57,57,2,2,1721796750558470,104.0,0.0,208,104,104,132.0,0.0,264,132,132,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,2.3157894736842106,0.6666666666666666,3.586206896551724,3148,104
192.168.0.29,59301,192.168.0.1,53,17,1721796751,6046,2,2,1721796751146199,36.0,0.0,72,36,36,64.0,0.0,128,64,64,2,2,1721796751152245,139.0,0.0,278,139,139,167.0,0.0,334,167,167,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,2.609375,0.6666666666666666,3.861111111111111,3149,104
192.168.0.29,55402,192.168.0.1,53,17,1721796751,6889,2,2,1721796751146202,36.0,0.0,72,36,36,64.0,0.0,128,64,64,2,2,1721796751153091,140.0,0.0,280,140,140,168.0,0.0,336,168,168,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,2.625,0.6666666666666666,3.888888888888889,3149,104
192.168.0.29,56847,192.168.0.1,53,17,1721796751,19470998,6,6,1721796754214578,41.0,0.0,246,41,41,69.0,0.0,414,69,69,6,6,1721796770618906,41.0,0.0,246,41,41,69.0,0.0,414,69,69,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.0,0.8571428571428571,1.0,3149,104
