sip,sport,dip,dport,proto,first_timestamp,total_time,pkt_fwd_count,pl_fwd_count,last_timestamp_fwd,pl_len_fwd_mean,pl_len_fwd_stdev,pl_len_fwd_total,pl_len_fwd_min,pl_len_fwd_max,pkt_len_fwd_mean,pkt_len_fwd_stdev,pkt_len_fwd_total,pkt_len_fwd_min,pkt_len_fwd_max,pkt_bwd_count,pl_bwd_count,last_timestamp_bwd,pl_len_bwd_mean,pl_len_bwd_stdev,pl_len_bwd_total,pl_len_bwd_min,pl_len_bwd_max,pkt_len_bwd_mean,pkt_len_bwd_stdev,pkt_len_bwd_total,pkt_len_bwd_min,pkt_len_bwd_max,dd,dn,dns,ds,application,app,traffic_type,label,pkt_flow_fwd_count,pkt_flow_bwd_count,pl_flow_fwd_count,pl_flow_bwd_count,pkt_count_ratio,pkt_bytes_ratio,pl_count_ratio,pl_bytes_ratio,time_difference_seconds,bucket
192.168.0.119,53101,192.168.0.1,53,17,1721793602,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,2,2,1721793602955958,52.0,0.0,104,52,52,80.0,0.0,160,80,80,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,0,1,0,1,2.0,,2.0,,0,
192.168.0.119,59249,192.168.0.1,53,17,1721793602,1,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,2,2,1721793602955979,52.0,0.0,104,52,52,80.0,0.0,160,80,80,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,0,1,0,1,2.0,,2.0,,0,
192.168.0.119,52616,192.168.0.1,53,17,1721793603,235,2,2,1721793603058477,52.0,0.0,104,52,52,80.0,0.0,160,80,80,2,2,1721793603058712,52.0,0.0,104,52,52,80.0,0.0,160,80,80,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.0,0.6666666666666666,1.0,1,0
192.168.0.65,58210,192.168.0.1,53,6,1721793606,1127,6,2,1721793606679129,17.5,15.5,35,2,33,47.833332,12.033523,287,40,73,6,1,1721793606679028,51.0,0.0,51,51,51,50.5,18.634645,303,40,91,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.0557491289198606,0.3333333333333333,1.457142857142857,4,0
192.168.0.65,58211,192.168.0.1,53,6,1721793606,21987,6,2,1721793606700066,17.5,15.5,35,2,33,47.833332,12.033523,287,40,73,6,1,1721793606699964,92.0,0.0,92,92,92,57.333332,33.67822,344,40,132,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.1986062717770034,0.3333333333333333,2.6285714285714286,4,0
192.168.0.119,57670,192.168.0.1,53,17,1721793607,351,2,2,1721793607828772,52.0,0.0,104,52,52,80.0,0.0,160,80,80,2,2,1721793607829123,52.0,0.0,104,52,52,80.0,0.0,160,80,80,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.0,0.6666666666666666,1.0,5,0
192.168.0.65,58213,192.168.0.1,53,6,1721793610,23456,6,2,1721793610385599,27.0,25.0,54,2,52,51.0,18.823742,306,40,92,6,1,1721793610385498,104.0,0.0,104,104,104,59.333332,38.116783,356,40,144,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.1633986928104576,0.3333333333333333,1.9259259259259258,8,0
192.168.0.65,58214,192.168.0.1,53,6,1721793610,3626,6,2,1721793610366345,17.5,15.5,35,2,33,47.833332,12.033523,287,40,73,6,1,1721793610366288,51.0,0.0,51,51,51,50.5,18.634645,303,40,91,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.0557491289198606,0.3333333333333333,1.457142857142857,8,0
192.168.0.65,58215,192.168.0.1,53,6,1721793610,871,6,2,1721793610363671,17.5,15.5,35,2,33,47.833332,12.033523,287,40,73,6,1,1721793610363610,92.0,0.0,92,92,92,57.333332,33.67822,344,40,132,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.1986062717770034,0.3333333333333333,2.6285714285714286,8,0
192.168.0.65,58216,192.168.0.1,53,6,1721793610,26802,6,2,1721793610437017,17.5,15.5,35,2,33,47.833332,12.033523,287,40,73,6,1,1721793610436939,51.0,0.0,51,51,51,50.5,18.634645,303,40,91,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.0557491289198606,0.3333333333333333,1.457142857142857,8,0
192.168.0.65,58217,192.168.0.1,53,6,1721793610,24826,6,2,1721793610435126,17.5,15.5,35,2,33,47.833332,12.033523,287,40,73,6,1,1721793610435051,85.0,0.0,85,85,85,56.166668,31.093494,337,40,125,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.1742160278745644,0.3333333333333333,2.4285714285714284,8,0
192.168.0.65,58212,192.168.0.1,53,6,1721793610,16759,6,2,1721793610378814,27.0,25.0,54,2,52,51.0,18.823742,306,40,92,6,1,1721793610378702,70.0,0.0,70,70,70,53.666668,25.571247,322,40,110,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.0522875816993464,0.3333333333333333,1.2962962962962963,8,0
192.168.0.124,54793,192.168.0.1,53,17,1721793613,79594645,6,6,1721793616118540,41.0,0.0,246,41,41,69.0,0.0,414,69,69,6,6,1721793692713005,41.0,0.0,246,41,41,69.0,0.0,414,69,69,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.0,0.8571428571428571,1.0,11,0
192.168.0.119,62970,192.168.0.1,53,17,1721793615,14221151,6,6,1721793618042475,52.0,0.0,312,52,52,80.0,0.0,480,80,80,6,6,1721793629230492,52.0,0.0,312,52,52,80.0,0.0,480,80,80,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.0,0.8571428571428571,1.0,13,0
192.168.0.65,58218,192.168.0.1,53,6,1721793618,23849,6,2,1721793618640886,23.0,21.0,46,2,44,49.666668,15.933892,298,40,84,6,1,1721793618640823,62.0,0.0,62,62,62,52.333332,22.639692,314,40,102,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.0536912751677852,0.3333333333333333,1.3478260869565217,16,0
192.168.0.65,58219,192.168.0.1,53,6,1721793618,3059,6,2,1721793618620179,23.0,21.0,46,2,44,49.666668,15.933892,298,40,84,6,1,1721793618620076,96.0,0.0,96,96,96,58.0,35.15679,348,40,136,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.167785234899329,0.3333333333333333,2.0869565217391304,16,0
192.168.0.65,58221,192.168.0.1,53,6,1721793619,977,6,2,1721793619956672,23.0,21.0,46,2,44,49.666668,15.933892,298,40,84,6,1,1721793619956560,96.0,0.0,96,96,96,58.0,35.15679,348,40,136,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.167785234899329,0.3333333333333333,2.0869565217391304,17,0
192.168.0.65,58220,192.168.0.1,53,6,1721793619,1272,6,2,1721793619956847,23.0,21.0,46,2,44,49.666668,15.933892,298,40,84,6,1,1721793619956754,62.0,0.0,62,62,62,52.333332,22.639692,314,40,102,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.0536912751677852,0.3333333333333333,1.3478260869565217,17,0
192.168.0.65,58222,192.168.0.1,53,6,1721793620,23571,6,2,1721793620123687,24.0,22.0,48,2,46,50.0,16.653326,300,40,86,6,1,1721793620123559,176.0,0.0,176,176,176,71.333336,64.84511,428,40,216,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.4266666666666667,0.3333333333333333,3.6666666666666665,18,0
192.168.0.65,58223,192.168.0.1,53,6,1721793620,1190,6,2,1721793620101398,24.0,22.0,48,2,46,50.0,16.653326,300,40,86,6,1,1721793620101342,135.0,0.0,135,135,135,64.5,49.610985,387,40,175,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.29,0.3333333333333333,2.8125,18,0
192.168.0.65,58229,192.168.0.1,53,6,1721793620,15691,6,2,1721793620624505,20.5,18.5,41,2,39,48.833332,14.147046,293,40,79,6,1,1721793620624110,98.0,0.0,98,98,98,58.333332,35.89646,350,40,138,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.1945392491467577,0.3333333333333333,2.3902439024390243,18,0
192.168.0.65,58225,192.168.0.1,53,6,1721793620,21701,6,2,1721793620187849,25.0,23.0,50,2,48,50.333332,17.37495,302,40,88,6,1,1721793620187760,157.0,0.0,157,157,157,68.166664,57.7824,409,40,197,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.3543046357615893,0.3333333333333333,3.14,18,0
192.168.0.65,58226,192.168.0.1,53,6,1721793620,28308,6,2,1721793620194578,25.0,23.0,50,2,48,50.333332,17.37495,302,40,88,6,1,1721793620194463,170.0,0.0,170,170,170,70.333336,62.614334,422,40,210,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.3973509933774835,0.3333333333333333,3.4,18,0
192.168.0.65,58228,192.168.0.1,53,6,1721793620,1137,6,2,1721793620609816,20.5,18.5,41,2,39,48.833332,14.147046,293,40,79,6,1,1721793620609685,121.0,0.0,121,121,121,62.166668,44.416275,373,40,161,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.273037542662116,0.3333333333333333,2.951219512195122,18,0
192.168.0.124,51092,192.168.0.1,53,17,1721793620,23311,2,2,1721793620122693,37.0,0.0,74,37,37,65.0,0.0,130,65,65,2,2,1721793620146004,101.0,0.0,202,101,101,129.0,0.0,258,129,129,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.9846153846153847,0.6666666666666666,2.72972972972973,18,0
192.168.0.119,58584,192.168.0.1,53,17,1721793622,7171211,6,6,1721793625075924,52.0,0.0,312,52,52,80.0,0.0,480,80,80,6,6,1721793629230702,52.0,0.0,312,52,52,80.0,0.0,480,80,80,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.0,0.8571428571428571,1.0,20,0
192.168.0.119,57618,192.168.0.1,53,17,1721793629,226,2,2,1721793629085935,35.0,0.0,70,35,35,63.0,0.0,126,63,63,2,2,1721793629086161,139.0,0.0,278,139,139,167.0,0.0,334,167,167,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,2.6507936507936507,0.6666666666666666,3.9714285714285715,27,0
192.168.0.119,65470,192.168.0.1,53,17,1721793630,363,2,2,1721793630695851,52.0,0.0,104,52,52,80.0,0.0,160,80,80,2,2,1721793630696214,52.0,0.0,104,52,52,80.0,0.0,160,80,80,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.0,0.6666666666666666,1.0,28,0
192.168.0.65,58232,192.168.0.1,53,6,1721793631,22956,6,2,1721793631621439,20.0,18.0,40,2,38,48.666668,13.792106,292,40,78,6,1,1721793631620995,127.0,0.0,127,127,127,63.166668,46.641956,379,40,167,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.297945205479452,0.3333333333333333,3.175,29,0
192.168.0.119,60793,192.168.0.1,53,17,1721793631,208,2,2,1721793631711020,52.0,0.0,104,52,52,80.0,0.0,160,80,80,2,2,1721793631711228,52.0,0.0,104,52,52,80.0,0.0,160,80,80,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.0,0.6666666666666666,1.0,29,0
192.168.0.119,55757,192.168.0.1,53,17,1721793631,154,2,2,1721793631483829,52.0,0.0,104,52,52,80.0,0.0,160,80,80,2,2,1721793631483983,52.0,0.0,104,52,52,80.0,0.0,160,80,80,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.0,0.6666666666666666,1.0,29,0
192.168.0.65,58231,192.168.0.1,53,6,1721793631,1767,6,2,1721793631600039,20.0,18.0,40,2,38,48.666668,13.792106,292,40,78,6,1,1721793631599934,86.0,0.0,86,86,86,56.333332,31.462503,338,40,126,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.1575342465753424,0.3333333333333333,2.15,29,0
192.168.0.119,53048,192.168.0.1,53,17,1721793638,15430332,6,6,1721793641675731,52.0,0.0,312,52,52,80.0,0.0,480,80,80,6,6,1721793654084821,52.0,0.0,312,52,52,80.0,0.0,480,80,80,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.0,0.8571428571428571,1.0,36,1
192.168.0.123,52825,192.168.0.1,53,17,1721793642,25402,2,2,1721793642267857,44.0,0.0,88,44,44,72.0,0.0,144,72,72,2,2,1721793642293259,124.0,0.0,248,124,124,152.0,0.0,304,152,152,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,2.111111111111111,0.6666666666666666,2.8181818181818183,40,1
192.168.0.123,49589,192.168.0.1,53,17,1721793642,25450,2,2,1721793642267955,44.0,0.0,88,44,44,72.0,0.0,144,72,72,2,2,1721793642293405,184.0,0.0,368,184,184,212.0,0.0,424,212,212,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,2.9444444444444446,0.6666666666666666,4.181818181818182,40,1
192.168.0.114,54631,192.168.0.1,53,17,1721793643,246,2,2,1721793643790612,37.0,0.0,74,37,37,65.0,0.0,130,65,65,2,2,1721793643790858,77.0,0.0,154,77,77,105.0,0.0,210,105,105,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.6153846153846154,0.6666666666666666,2.081081081081081,41,1
192.168.0.114,63379,192.168.0.1,53,17,1721793643,1709,2,2,1721793643790808,37.0,0.0,74,37,37,65.0,0.0,130,65,65,2,2,1721793643792517,111.0,0.0,222,111,111,139.0,0.0,278,139,139,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,2.1384615384615384,0.6666666666666666,3.0,41,1
192.168.0.65,58233,192.168.0.1,53,6,1721793644,40168,6,2,1721793644802159,26.0,24.0,52,2,50,50.666668,18.098492,304,40,90,6,1,1721793644802079,180.0,0.0,180,180,180,72.0,66.3325,432,40,220,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.4210526315789473,0.3333333333333333,3.4615384615384617,42,1
192.168.0.65,58234,192.168.0.1,53,6,1721793644,1884,6,2,1721793644764303,26.0,24.0,52,2,50,50.666668,18.098492,304,40,90,6,1,1721793644764093,139.0,0.0,139,139,139,65.166664,51.096043,391,40,179,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.2861842105263157,0.3333333333333333,2.673076923076923,42,1
192.168.0.65,58237,192.168.0.1,53,6,1721793645,905,6,2,1721793645102808,17.0,15.0,34,2,32,47.666668,11.685693,286,40,72,6,1,1721793645102753,59.0,0.0,59,59,59,51.833332,21.543884,311,40,99,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.0874125874125875,0.3333333333333333,1.7352941176470589,43,1
192.168.0.119,55481,192.168.0.1,53,17,1721793645,10175474,6,6,1721793648700286,52.0,0.0,312,52,52,80.0,0.0,480,80,80,6,6,1721793655856345,52.0,0.0,312,52,52,80.0,0.0,480,80,80,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.0,0.8571428571428571,1.0,43,1
192.168.0.65,58236,192.168.0.1,53,6,1721793645,36014,6,2,1721793645137829,17.0,15.0,34,2,32,47.666668,11.685693,286,40,72,6,1,1721793645137702,50.0,0.0,50,50,50,50.333332,18.272627,302,40,90,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.055944055944056,0.3333333333333333,1.4705882352941178,43,1
192.168.0.114,51383,192.168.0.1,53,17,1721793647,16841,2,2,1721793647286193,33.0,0.0,66,33,33,61.0,0.0,122,61,61,2,2,1721793647303034,83.0,0.0,166,83,83,111.0,0.0,222,111,111,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.819672131147541,0.6666666666666666,2.515151515151515,45,1
192.168.0.114,50577,192.168.0.1,53,17,1721793647,231,2,2,1721793647869583,47.0,0.0,94,47,47,75.0,0.0,150,75,75,2,2,1721793647869814,63.0,0.0,126,63,63,91.0,0.0,182,91,91,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.2133333333333334,0.6666666666666666,1.3404255319148937,45,1
192.168.0.114,49326,192.168.0.1,53,17,1721793647,2478,2,2,1721793647869773,47.0,0.0,94,47,47,75.0,0.0,150,75,75,2,2,1721793647872251,104.0,0.0,208,104,104,132.0,0.0,264,132,132,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.76,0.6666666666666666,2.2127659574468086,45,1
192.168.0.114,65255,192.168.0.1,53,17,1721793648,137984,4,4,1721793648507122,31.0,0.0,124,31,31,59.0,0.0,236,59,59,4,4,1721793648614368,86.0,0.0,344,86,86,114.0,0.0,456,114,114,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8,1.9322033898305084,0.8,2.774193548387097,46,1
192.168.0.114,52270,192.168.0.1,53,17,1721793651,16087,2,2,1721793651405498,39.0,0.0,78,39,39,67.0,0.0,134,67,67,2,2,1721793651421585,84.0,0.0,168,84,84,112.0,0.0,224,112,112,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.671641791044776,0.6666666666666666,2.1538461538461537,49,1
192.168.0.119,54352,192.168.0.1,53,17,1721793654,334,2,2,1721793654746282,52.0,0.0,104,52,52,80.0,0.0,160,80,80,2,2,1721793654746616,52.0,0.0,104,52,52,80.0,0.0,160,80,80,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.0,0.6666666666666666,1.0,52,1
192.168.0.65,58238,192.168.0.1,53,6,1721793654,45563,6,2,1721793654554339,18.0,16.0,36,2,34,48.0,12.38278,288,40,74,6,1,1721793654554224,135.0,0.0,135,135,135,64.5,49.610985,387,40,175,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.34375,0.3333333333333333,3.75,52,1
192.168.0.65,58239,192.168.0.1,53,6,1721793654,42630,6,2,1721793654551621,18.0,16.0,36,2,34,48.0,12.38278,288,40,74,6,1,1721793654551534,176.0,0.0,176,176,176,71.333336,64.84511,428,40,216,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.4861111111111112,0.3333333333333333,4.888888888888889,52,1
192.168.0.119,57515,192.168.0.1,53,17,1721793661,15508643,6,6,1721793664822318,52.0,0.0,312,52,52,80.0,0.0,480,80,80,6,6,1721793677314421,52.0,0.0,312,52,52,80.0,0.0,480,80,80,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.0,0.8571428571428571,1.0,59,1
192.168.3.172,56723,192.168.0.1,53,17,1721793664,1907,2,2,1721793664472824,41.0,0.0,82,41,41,69.0,0.0,138,69,69,2,2,1721793664474731,73.0,0.0,146,73,73,101.0,0.0,202,101,101,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.463768115942029,0.6666666666666666,1.7804878048780488,62,2
192.168.3.172,65286,192.168.0.1,53,17,1721793664,1911,2,2,1721793664472827,36.0,0.0,72,36,36,64.0,0.0,128,64,64,2,2,1721793664474738,205.0,0.0,410,205,205,233.0,0.0,466,233,233,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,3.640625,0.6666666666666666,5.694444444444445,62,2
192.168.3.172,56483,192.168.0.1,53,17,1721793664,3177,2,2,1721793664739876,32.0,0.0,64,32,32,60.0,0.0,120,60,60,2,2,1721793664743053,115.0,0.0,230,115,115,143.0,0.0,286,143,143,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,2.3833333333333333,0.6666666666666666,3.59375,62,2
192.168.3.172,59557,192.168.0.1,53,17,1721793664,29696,2,2,1721793664740510,32.0,0.0,64,32,32,60.0,0.0,120,60,60,2,2,1721793664770206,77.0,0.0,154,77,77,105.0,0.0,210,105,105,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.75,0.6666666666666666,2.40625,62,2
192.168.3.172,61047,192.168.0.1,53,17,1721793664,197,2,2,1721793664746100,36.0,0.0,72,36,36,64.0,0.0,128,64,64,2,2,1721793664746297,96.0,0.0,192,96,96,124.0,0.0,248,124,124,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.9375,0.6666666666666666,2.6666666666666665,62,2
192.168.0.114,54208,192.168.0.1,53,17,1721793668,3305,2,2,1721793668393367,29.0,0.0,58,29,29,57.0,0.0,114,57,57,2,2,1721793668396672,77.0,0.0,154,77,77,105.0,0.0,210,105,105,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.8421052631578947,0.6666666666666666,2.6551724137931036,66,2
192.168.0.114,57280,192.168.0.1,53,17,1721793668,63945,2,2,1721793668393563,29.0,0.0,58,29,29,57.0,0.0,114,57,57,2,2,1721793668457508,119.0,0.0,238,119,119,147.0,0.0,294,147,147,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,2.5789473684210527,0.6666666666666666,4.103448275862069,66,2
192.168.0.114,59793,192.168.0.1,53,17,1721793668,242,2,2,1721793668746612,38.0,0.0,76,38,38,66.0,0.0,132,66,66,2,2,1721793668746854,84.0,0.0,168,84,84,112.0,0.0,224,112,112,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.696969696969697,0.6666666666666666,2.210526315789474,66,2
192.168.0.114,55776,192.168.0.1,53,17,1721793668,115,2,2,1721793668746859,38.0,0.0,76,38,38,66.0,0.0,132,66,66,2,2,1721793668746974,125.0,0.0,250,125,125,153.0,0.0,306,153,153,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,2.3181818181818183,0.6666666666666666,3.289473684210526,66,2
192.168.0.119,62545,192.168.0.1,53,17,1721793668,7471756,6,6,1721793671850964,52.0,0.0,312,52,52,80.0,0.0,480,80,80,6,6,1721793676308824,52.0,0.0,312,52,52,80.0,0.0,480,80,80,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.0,0.8571428571428571,1.0,66,2
192.168.0.114,50697,192.168.0.1,53,17,1721793668,126046,2,2,1721793668857536,33.0,0.0,66,33,33,61.0,0.0,122,61,61,2,2,1721793668983582,128.0,0.0,256,128,128,156.0,0.0,312,156,156,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,2.557377049180328,0.6666666666666666,3.878787878787879,66,2
192.168.0.114,62039,192.168.0.1,53,17,1721793668,117891,2,2,1721793668857742,33.0,0.0,66,33,33,61.0,0.0,122,61,61,2,2,1721793668975633,189.0,0.0,378,189,189,217.0,0.0,434,217,217,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,3.557377049180328,0.6666666666666666,5.7272727272727275,66,2
192.168.0.65,58241,192.168.0.1,53,6,1721793670,1176,6,2,1721793670481724,17.5,15.5,35,2,33,47.833332,12.033523,287,40,73,6,1,1721793670481600,51.0,0.0,51,51,51,50.5,18.634645,303,40,91,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.0557491289198606,0.3333333333333333,1.457142857142857,68,2
192.168.0.65,58242,192.168.0.1,53,6,1721793670,34499,6,2,1721793670515126,17.5,15.5,35,2,33,47.833332,12.033523,287,40,73,6,1,1721793670514844,92.0,0.0,92,92,92,57.333332,33.67822,344,40,132,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.1986062717770034,0.3333333333333333,2.6285714285714286,68,2
192.168.0.65,49311,192.168.0.1,53,17,1721793674,18511418,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,6,6,1721793692713021,41.0,0.0,246,41,41,69.0,0.0,414,69,69,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,0,1,0,1,6.0,,6.0,,72,2
192.168.0.114,52483,192.168.0.1,53,17,1721793674,677546,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,6,6,1721793674879135,41.0,0.0,246,41,41,69.0,0.0,414,69,69,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,0,1,0,1,6.0,,6.0,,72,2
192.168.0.177,62856,192.168.0.1,53,17,1721793674,69572,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,6,6,1721793674947978,41.0,0.0,246,41,41,69.0,0.0,414,69,69,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,0,1,0,1,6.0,,6.0,,72,2
192.168.0.65,60489,192.168.0.1,53,17,1721793674,68206,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,6,6,1721793674947296,41.0,0.0,246,41,41,69.0,0.0,414,69,69,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,0,1,0,1,6.0,,6.0,,72,2
192.168.0.119,63145,192.168.0.1,53,17,1721793675,283,2,2,1721793675866062,52.0,0.0,104,52,52,80.0,0.0,160,80,80,2,2,1721793675866345,52.0,0.0,104,52,52,80.0,0.0,160,80,80,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.6666666666666666,1.0,0.6666666666666666,1.0,73,2
192.168.0.65,58243,192.168.0.1,53,6,1721793678,23567,6,2,1721793678633358,19.5,17.5,39,2,37,48.5,13.438127,291,40,77,6,1,1721793678633023,79.0,0.0,79,79,79,55.166668,28.881458,331,40,119,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,dns,1,1,1,1,0.8571428571428571,1.1374570446735395,0.3333333333333333,2.0256410256410255,76,2
