"sip","sport","dip","dport","proto","first_timestamp","total_time","pkt_fwd_count","pl_fwd_count","last_timestamp_fwd","pl_len_fwd_mean","pl_len_fwd_stdev","pl_len_fwd_total","pl_len_fwd_min","pl_len_fwd_max","pkt_len_fwd_mean","pkt_len_fwd_stdev","pkt_len_fwd_total","pkt_len_fwd_min","pkt_len_fwd_max","pkt_bwd_count","pl_bwd_count","last_timestamp_bwd","pl_len_bwd_mean","pl_len_bwd_stdev","pl_len_bwd_total","pl_len_bwd_min","pl_len_bwd_max","pkt_len_bwd_mean","pkt_len_bwd_stdev","pkt_len_bwd_total","pkt_len_bwd_min","pkt_len_bwd_max","dd","dn","dns","ds","application","app","traffic_type","label"
"192.168.0.131",58371,"23.20.31.194",443,6,1721795084068037,30728650,467,157,1721795114690086,138.23567,210.85175,21703,43,1348,98.49893,138.59595,45999,52,1400,507,493,1721795114796687,108.75862,228.35303,53618,31,1348,157.77121,225.87517,79990,52,1400,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Text Chat","dns"
"192.168.3.194",55675,"192.168.0.1",53,17,1721795084111053,4940,2,2,1721795084111053,39,0,78,39,39,67,0,134,67,67,2,2,1721795084115993,177,0,354,177,177,205,0,410,205,205,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.194",50553,"192.168.0.1",53,17,1721795084111056,15950,2,2,1721795084111056,39,0,78,39,39,67,0,134,67,67,2,2,1721795084127006,149,0,298,149,149,177,0,354,177,177,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.194",55686,"192.168.0.1",53,17,1721795084119230,318,2,2,1721795084119230,39,0,78,39,39,67,0,134,67,67,2,2,1721795084119548,99,0,198,99,99,127,0,254,127,127,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.64",63853,"192.168.0.1",53,17,1721795084123339,340,2,2,1721795084123339,58,0,116,58,58,86,0,172,86,86,2,2,1721795084123679,117,0,234,117,117,145,0,290,145,145,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.64",58361,"192.168.0.1",53,17,1721795084123342,327,2,2,1721795084123342,58,0,116,58,58,86,0,172,86,86,2,2,1721795084123669,117,0,234,117,117,145,0,290,145,145,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.64",58050,"192.168.0.1",53,17,1721795084127541,305,2,2,1721795084127541,39,0,78,39,39,67,0,134,67,67,2,2,1721795084127846,177,0,354,177,177,205,0,410,205,205,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.64",54636,"192.168.0.1",53,17,1721795084127543,300,2,2,1721795084127543,39,0,78,39,39,67,0,134,67,67,2,2,1721795084127843,149,0,298,149,149,177,0,354,177,177,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.64",58152,"192.168.0.1",53,17,1721795084131235,313,2,2,1721795084131235,39,0,78,39,39,67,0,134,67,67,2,2,1721795084131548,99,0,198,99,99,127,0,254,127,127,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.194",58971,"17.253.57.199",443,6,1721795084146301,3273662,557,4,1721795087419963,268.75,225.80675,1075,24,517,54.468582,29.775782,30339,40,569,3638,3633,1721795087417218,1438.5565,82.87641,5226276,4,1444,1488.5817,97.69468,5415460,52,1496,"Apple","Apple","init.ess.apple.com/init.ess.g.aaplimg.com","Unknown","Apple","Amazon","Streaming","dns"
"192.168.3.64",50790,"17.253.57.199",443,6,1721795084218408,3243169,439,4,1721795087461577,268.75,225.80675,1075,24,517,54.53075,33.425587,23939,52,569,3642,3637,1721795087458958,1430.8134,132.82365,5203868,4,1444,1480.8534,142.3552,5393268,52,1496,"Apple","Apple","init.ess.apple.com/init.ess.g.aaplimg.com","Unknown","Apple","Unknown","Streaming","dns"
"192.168.0.131",58372,"3.213.103.225",443,6,1721795084278767,617988,7,2,1721795084896755,916.5,431.5,1833,485,1348,312.14285,474.94977,2185,40,1400,5,1,1721795084715477,156,0,156,156,156,84.8,61.67787,424,52,208,"Grammarly","Amazon","gnar.grammarly.com","Unknown","Grammarly","Unknown","Unknown","dns"
"192.168.0.131",58373,"199.232.106.132",443,6,1721795084298761,4178571,13,6,1721795088477332,488.16666,481.1384,2929,31,1348,277.30768,407.5411,3605,40,1400,13,4,1721795088294763,411.75,433.8441,1647,24,1105,179.3077,306.394,2331,52,1157,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.131",58374,"18.233.128.215",443,6,1721795084332873,4069180,14,7,1721795088402053,416.85715,426.12656,2918,38,1348,261.2857,365.90524,3658,52,1400,10,3,1721795088222198,200.66667,122.532524,602,78,368,113,113.445145,1130,52,420,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Unknown","dns"
"192.168.0.131",58375,"3.213.103.225",443,6,1721795084335542,4063948,9,3,1721795088399490,660,532.4366,1980,51,1348,273.33334,436.7193,2460,52,1400,7,2,1721795088218020,112.5,43.5,225,69,156,85.28571,55.29845,597,52,208,"Grammarly","Amazon","gnar.grammarly.com","Unknown","Grammarly","Unknown","Unknown","dns"
"192.168.0.131",58376,"199.232.106.132",443,6,1721795084552449,3912257,8,3,1721795088464706,683.3333,525.17004,2050,64,1348,308.25,461.4135,2466,40,1400,8,2,1721795088283242,238.5,214.5,477,24,453,112.625,148.51173,901,52,505,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.131",58377,"18.233.128.215",443,6,1721795084587291,3810277,9,3,1721795088397568,663.3333,531.9626,1990,51,1348,274.44446,437.6447,2470,52,1400,7,2,1721795088217461,112.5,43.5,225,69,156,85.28571,55.29845,597,52,208,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Unknown","dns"
"192.168.0.160",45607,"35.186.224.28",443,17,1721795085209505,53785,8,8,1721795085238630,674.75,577.28564,5398,31,1250,702.75,577.28564,5622,59,1278,10,10,1721795085263290,632.6,530.5897,6326,24,1250,660.6,530.5898,6606,52,1278,"Spotify","Unknown","gew4-spclient.spotify.com/edge-web-gew4.dual-gslb.spotify.com","Spotify","Spotify","Google","Unknown","dns"
"192.168.0.131",58378,"52.42.200.139",443,6,1721795085303845,3175488,42,27,1721795088479333,1029.7037,505.49753,27802,31,1348,714.2381,638.2216,29998,52,1400,29,12,1721795088298877,515.4167,566.1523,6185,31,1348,265.55173,443.79755,7701,52,1400,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Unknown","dns"
"192.168.0.65",61920,"192.168.0.1",53,17,1721795085335897,34529869,6,6,1721795119817159,33,1.4142135,198,32,35,61,1.4142135,366,60,63,6,6,1721795119865766,139.33333,3.3000946,836,137,144,167.33333,3.3000946,1004,165,172,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.131",58379,"54.227.249.195",443,6,1721795085350309,3049212,20,8,1721795088399521,620.5,579.34875,4964,38,1348,300.8,475.78552,6016,52,1400,14,9,1721795088219101,780.7778,629.5518,7027,26,1348,554.5,627.83765,7763,52,1400,"Grammarly","Amazon","data.grammarly.com/prod-data.acquisition.grammarlyaws.com","Unknown","Grammarly","Unknown","Unknown","dns"
"192.168.0.65",58728,"2.22.89.16",443,6,1721795085377133,100061946,9,3,1721795185439079,202,76.68552,606,126,307,108.666664,104.22305,978,40,347,10,6,1721795185438663,700.1667,577.9799,4201,31,1460,461.3,563.11383,4613,40,1500,"Unknown","Unknown","dsadata.intel.com/a1421.dscd.akamai.net","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",54283,"192.168.0.1",53,17,1721795085469238,22393,2,2,1721795085469238,42,0,84,42,42,70,0,140,70,70,2,2,1721795085491631,58,0,116,58,58,86,0,172,86,86,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.64",55047,"192.168.0.1",53,17,1721795085478613,2498,2,2,1721795085478613,33,0,66,33,33,61,0,122,61,61,2,2,1721795085481111,147,0,294,147,147,175,0,350,175,175,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.64",54379,"192.168.0.1",53,17,1721795085478992,15223,2,2,1721795085478992,33,0,66,33,33,61,0,122,61,61,2,2,1721795085494215,193,0,386,193,193,221,0,442,221,221,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.64",62060,"192.168.0.1",53,17,1721795085484591,184,2,2,1721795085484591,36,0,72,36,36,64,0,128,64,64,2,2,1721795085484775,121,0,242,121,121,149,0,298,149,149,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",60094,"142.251.36.234",443,6,1721795085492334,580998209,146,69,1721795666490543,475.5942,531.39667,32816,31,1412,264.93152,435.61502,38680,40,1452,238,174,1721795666490311,250.58621,335.6717,43602,31,1412,223.2521,307.73892,53134,40,1452,"Google","Google","firestore.googleapis.com","Google","Google","Dailymotion","Text Chat","dns"
"192.168.0.222",50187,"192.168.0.1",53,17,1721795085492509,166,2,2,1721795085492509,42,0,84,42,42,70,0,140,70,70,2,2,1721795085492675,58,0,116,58,58,86,0,172,86,86,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",58367,"192.168.0.1",53,17,1721795085493028,21516,2,2,1721795085493028,42,0,84,42,42,70,0,140,70,70,2,2,1721795085514544,70,0,140,70,70,98,0,196,98,98,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.64",56728,"172.224.133.71",443,17,1721795085500972,77155,20,20,1721795085578127,505.7,494.43442,10114,43,1350,533.7,494.43445,10674,71,1378,22,22,1721795085548937,296.81818,372.0581,6530,31,1200,324.81818,372.05814,7146,59,1228,"Apple","Unknown","mask.icloud.com/mask.apple-dns.net","Unknown","Apple","Unknown","Unknown","dns"
"192.168.0.222",61608,"192.168.0.1",53,17,1721795085532933,246460877,6,6,1721795088540366,52,0,312,52,52,80,0,480,80,80,6,6,1721795331993810,52,0,312,52,52,80,0,480,80,80,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.131",58380,"52.42.200.139",443,6,1721795085557280,2920114,12,3,1721795088477394,608,542.20294,1824,64,1348,205,377.5116,2460,52,1400,10,6,1721795088294778,902,568.6897,5412,62,1348,594,623.25726,5940,52,1400,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Unknown","dns"
"192.168.3.64",50791,"17.248.213.71",443,6,1721795085559119,87487,6,1,1721795085646606,517,0,517,517,517,140.16667,191.83014,841,52,569,8,5,1721795085644235,1203,378.3935,6015,471,1448,804.875,653.5911,6439,52,1500,"Apple","Unknown","gateway.fe2.apple-dns.net","Apple","Apple","Unknown","Unknown","dns"
"192.168.3.64",50792,"17.248.213.66",443,6,1721795085559490,269108,17,8,1721795085828598,353.125,458.23422,2825,24,1448,218.88235,360.074,3721,52,1500,18,10,1721795085826040,720.6,567.46216,7206,31,1448,452.77777,553.8566,8150,52,1500,"Apple","Unknown","gateway.fe2.apple-dns.net","Apple","Apple","Unknown","Unknown","dns"
"192.168.0.131",58381,"192.147.130.245",443,6,1721795085576722,35003188,10,0,1721795120579910,0,0,0,0,0,64,0,640,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adobe","Unknown","hbrt.adobe.com/hbrt-or1-ext-vip.adobe.com","Unknown","Adobe","Unknown","Unknown","dns"
"192.168.0.131",58382,"54.227.249.195",443,6,1721795085603901,2797458,11,3,1721795088401359,685,504.27045,2055,126,1348,239.90909,402.5235,2639,52,1400,12,7,1721795088221283,808.2857,624.47845,5658,26,1348,524.1667,621.01135,6290,52,1400,"Grammarly","Amazon","data.grammarly.com/prod-data.acquisition.grammarlyaws.com","Unknown","Grammarly","Unknown","Unknown","dns"
"192.168.0.119",50577,"192.168.0.1",53,17,1721795086157016,20428011,6,6,1721795089172961,52,0,312,52,52,80,0,480,80,80,6,6,1721795106585027,52,0,312,52,52,80,0,480,80,80,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",60095,"142.251.37.3",443,6,1721795086456323,574907739,69,44,1721795661352642,86.818184,100.06345,3820,31,663,95.710144,89.95508,6604,40,703,110,67,1721795661364062,141.35822,282.327,9471,31,1412,126.20909,230.84624,13883,40,1452,"Google","Google","c.pki.goog/pki-goog.l.google.com","Unknown","Google","Unknown","Text Chat","dns"
"192.168.0.222",53650,"192.168.0.1",53,17,1721795086517281,232,2,2,1721795086517281,33,0,66,33,33,61,0,122,61,61,2,2,1721795086517513,49,0,98,49,49,77,0,154,77,77,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",61638,"192.168.0.1",53,17,1721795086518425,187,2,2,1721795086518425,33,0,66,33,33,61,0,122,61,61,2,2,1721795086518612,49,0,98,49,49,77,0,154,77,77,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",55776,"192.168.0.1",53,17,1721795086518977,22052,4,4,1721795086535042,33,0,132,33,33,61,0,244,61,61,4,4,1721795086541029,61,0,244,61,61,89,0,356,89,89,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",60096,"142.251.37.14",443,6,1721795086520816,592083909,579,401,1721795678598132,700.596,618.03,280939,31,1412,525.23486,607.4716,304111,40,1452,790,400,1721795678604725,235.6675,315.84805,94267,31,1412,159.3405,253.75278,125879,40,1452,"Google Chat","Google","chat.google.com","Google Drive","Google Drive","Amazon","Text Chat","dns"
"192.168.0.222",58347,"192.168.0.1",53,17,1721795087536106,1757,2,2,1721795087536106,52,0,104,52,52,80,0,160,80,80,2,2,1721795087537863,68,0,136,68,68,96,0,192,96,96,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",61855,"192.168.0.1",53,17,1721795087538985,238,2,2,1721795087538985,52,0,104,52,52,80,0,160,80,80,2,2,1721795087539223,68,0,136,68,68,96,0,192,96,96,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",64812,"192.168.0.1",53,17,1721795087550814,1890,2,2,1721795087550814,52,0,104,52,52,80,0,160,80,80,2,2,1721795087552704,80,0,160,80,80,108,0,216,108,108,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",60106,"142.251.36.202",443,6,1721795087552316,170619130,22,12,1721795258171446,328.5,473.1704,3942,24,1412,219.72728,385.60062,4834,40,1452,25,15,1721795258171303,815.26666,613.16656,12229,31,1412,529.64,620.1921,13241,40,1452,"Google","Google","www.googleapis.com","Google","Google","Skype","Unknown","dns"
"192.168.0.222",60107,"142.251.36.202",443,6,1721795087558809,170612638,18,10,1721795258171447,153.9,221.03233,1539,24,682,126.166664,181.3383,2271,40,722,21,14,1721795258171386,773.5,625.47235,10829,31,1412,556.2381,627.0436,11681,40,1452,"Google","Google","www.googleapis.com","Google","Google","Skype","Unknown","dns"
"192.168.0.222",61308,"192.168.0.1",53,17,1721795087801584,239499736,10,10,1721795094849360,57,0,570,57,57,85,0,850,85,85,10,10,1721795327301320,57,0,570,57,57,85,0,850,85,85,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.131",59083,"142.250.193.163",443,17,1721795088094579,1099820,20,20,1721795089194399,362.9,498.61035,7258,31,1250,390.9,498.61035,7818,59,1278,20,20,1721795089020833,447.8,488.53574,8956,22,1250,475.8,488.53577,9516,50,1278,"Unknown","Unknown","Unknown","Unknown","Instagram","Instagram","Unknown","dns"
"192.168.0.222",58844,"192.168.0.1",53,17,1721795088782260,243446799,6,6,1721795091779764,48,0,288,48,48,76,0,456,76,76,6,6,1721795332229059,48,0,288,48,48,76,0,456,76,76,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.131",55169,"142.250.182.142",443,17,1721795089076919,1571108,20,20,1721795090284391,497.6,558.059,9952,31,1250,525.6,558.059,10512,59,1278,26,26,1721795090648027,363.69232,468.005,9456,24,1250,391.69232,468.00497,10184,52,1278,"Unknown","Google","Unknown","Unknown","Google","Unknown","Unknown","dns"
"192.168.0.10",38270,"192.168.0.1",53,17,1721795089079456,149546,2,2,1721795089079456,39,0,78,39,39,67,0,134,67,67,2,2,1721795089229002,55,0,110,55,55,83,0,166,83,83,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.10",37846,"192.168.0.1",53,17,1721795089232303,159,2,2,1721795089232303,39,0,78,39,39,67,0,134,67,67,2,2,1721795089232462,55,0,110,55,55,83,0,166,83,83,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",60108,"172.217.16.174",443,6,1721795089550738,392568591,135,101,1721795482119329,924.68317,610.2665,93393,6,1412,731.8889,663.0353,98805,40,1452,142,58,1721795482119044,256.0345,212.83455,14850,31,769,144.66197,185.26884,20542,40,809,"Google","Google","play.google.com","Google","Google","Unknown","Text Chat","dns"
"192.168.0.222",60109,"172.217.16.174",443,6,1721795089552993,178673959,24,14,1721795268226952,168.35715,316.37445,2357,6,1233,138.70833,255.31198,3329,40,1273,27,14,1721795268226383,123.21429,197.02254,1725,31,768,104.333336,154.48744,2817,40,808,"Google","Google","play.google.com","Google","Google","Unknown","Unknown","dns"
"192.168.0.131",55160,"142.250.182.78",443,17,1721795089688423,2959191,24,24,1721795092309287,280,444.58856,6720,31,1250,308,444.58856,7392,59,1278,28,28,1721795092647614,291.57144,423.94333,8164,21,1250,319.57144,423.94333,8948,49,1278,"Unknown","Google","Unknown","Unknown","Snapchat","Snapchat","Unknown","dns"
"192.168.0.222",59466,"192.168.0.1",53,17,1721795090911435,244511184,6,6,1721795093916804,41,0,246,41,41,69,0,414,69,69,6,6,1721795335422619,41,0,246,41,41,69,0,414,69,69,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.65",58735,"192.168.0.1",53,6,1721795091778280,2478,6,2,1721795091780758,18.5,16.5,37,2,35,48.166668,12.733378,289,40,75,6,1,1721795091780657,53,0,53,53,53,50.833332,19.359898,305,40,93,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.65",58736,"192.168.0.1",53,6,1721795091778396,23003,6,2,1721795091801399,18.5,16.5,37,2,35,48.166668,12.733378,289,40,75,6,1,1721795091801306,94,0,94,94,94,57.666668,34.41737,346,40,134,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.65",61003,"216.239.32.116",443,17,1721795091793589,90602,34,34,1721795091878615,373.29413,500.59256,12692,30,1250,401.29413,500.59253,13644,58,1278,34,34,1721795091884191,459.2353,509.6761,15614,21,1250,487.2353,509.67603,16566,49,1278,"Youtube","Google","beacons4.gvt2.com","Youtube","Youtube","Unknown","Unknown","dns"
"192.168.0.222",61418,"192.168.0.1",53,17,1721795091802326,222,2,2,1721795091802327,36,0,72,36,36,64,0,128,64,64,2,2,1721795091802548,116,0,232,116,116,144,0,288,144,144,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",60110,"142.251.37.10",443,6,1721795091803031,240091232,9,3,1721795331894263,471.33334,468.80298,1414,93,1132,198.44444,349.60236,1786,40,1172,12,8,1721795331893955,817.625,602.04425,6541,34,1412,586.0833,623.79236,7033,40,1452,"Google","Google","www.googleapis.com","Google","Google","Unknown","Unknown","dns"
"192.168.0.65",58737,"192.168.0.1",53,6,1721795091829943,1545,6,2,1721795091831488,19.5,17.5,39,2,37,48.5,13.438127,291,40,77,6,1,1721795091831369,55,0,55,55,55,51.166668,20.086617,307,40,95,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.65",58738,"192.168.0.1",53,6,1721795091830027,934,6,2,1721795091830961,19.5,17.5,39,2,37,48.5,13.438127,291,40,77,6,1,1721795091830873,89,0,89,89,89,56.833332,32.570015,341,40,129,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.65",51406,"142.250.102.84",443,17,1721795091831780,101656,20,20,1721795091933436,371.6,506.09668,7432,31,1250,399.6,506.09665,7992,59,1278,20,20,1721795091933147,484.8,505.52957,9696,21,1250,512.8,505.5296,10256,49,1278,"Google Authentication","Google","accounts.google.com","Unknown","Google Authentication","Unknown","Unknown","dns"
"192.168.0.160",59260,"3.161.119.46",443,6,1721795092276738,539983151,30,13,1721795632258813,230.6923,383.51862,2999,31,1428,152.23334,277.0459,4567,52,1480,32,10,1721795632259889,165,137.26108,1650,31,364,103.8125,108.22645,3322,52,416,"Grammarly","Amazon","config.extension.grammarly.com/d27xxe7juh1us6.cloudfront.net","Grammarly","Grammarly","Facebook Messenger","Unknown","dns"
"192.168.0.222",60113,"142.251.37.10",443,6,1721795092523499,241511371,19,10,1721795334034870,1062.8,498.93713,10628,93,1412,600,641.8135,11400,40,1452,24,13,1721795334034637,865.8461,597.11035,11256,34,1412,509.5,615.45416,12228,40,1452,"Google","Google","www.googleapis.com","Google","Google","Dailymotion","Unknown","dns"
"192.168.0.222",59112,"192.168.0.1",53,17,1721795092555448,188,2,2,1721795092555448,33,0,66,33,33,61,0,122,61,61,2,2,1721795092555636,49,0,98,49,49,77,0,154,77,77,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",53413,"192.168.0.1",53,17,1721795092556534,228,2,2,1721795092556534,33,0,66,33,33,61,0,122,61,61,2,2,1721795092556762,49,0,98,49,49,77,0,154,77,77,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",55700,"192.168.0.1",53,17,1721795092559060,288,2,2,1721795092559060,44,0,88,44,44,72,0,144,72,72,2,2,1721795092559348,60,0,120,60,60,88,0,176,88,88,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",63178,"192.168.0.1",53,17,1721795092559766,21555,2,2,1721795092559766,33,0,66,33,33,61,0,122,61,61,2,2,1721795092581321,61,0,122,61,61,89,0,178,89,89,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",62716,"192.168.0.1",53,17,1721795092560341,208,2,2,1721795092560341,44,0,88,44,44,72,0,144,72,72,2,2,1721795092560549,60,0,120,60,60,88,0,176,88,88,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",60114,"172.217.16.165",443,6,1721795092561096,191692454,42,26,1721795284253550,614.4231,635.85156,15975,24,1412,420.64285,582.323,17667,40,1452,55,34,1721795284253224,782.5294,597.49866,26606,31,1412,523.9636,604.16943,28818,40,1452,"Gmail","Google","mail.google.com","Gmail","Gmail","Unknown","Unknown","dns"
"192.168.0.222",58516,"192.168.0.1",53,17,1721795092561869,14323,2,2,1721795092561869,44,0,88,44,44,72,0,144,72,72,2,2,1721795092576192,72,0,144,72,72,100,0,200,100,100,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",60115,"142.251.37.10",443,6,1721795092563751,170637738,28,13,1721795263201489,404.84616,532.92584,5263,24,1412,228.39285,415.2971,6395,40,1452,38,28,1721795263201350,1135.75,489.08524,31801,31,1412,877.1842,652.57605,33333,40,1452,"Google","Google","www.googleapis.com","Google","Google","Gotomeeting","Streaming","dns"
"192.168.0.222",60116,"142.251.37.10",443,6,1721795092565597,170640700,19,10,1721795263206297,148,211.69269,1480,24,674,118.52631,170.16412,2252,40,714,21,14,1721795263201336,773.4286,625.42834,10828,31,1412,556.1905,626.9948,11680,40,1452,"Google","Google","www.googleapis.com","Google","Google","Amazon","Unknown","dns"
"192.168.0.222",60117,"142.251.37.10",443,6,1721795092799483,240460280,11,6,1721795333259763,762.5,650.69366,4575,57,1412,457,611.7201,5027,40,1452,13,8,1721795333259550,766.5,620.79065,6132,34,1412,512.61536,612.66266,6664,40,1452,"Google","Google","www.googleapis.com","Google","Google","Dailymotion","Unknown","dns"
"192.168.0.222",61381,"192.168.0.1",53,17,1721795094561001,319,2,2,1721795094561001,49,0,98,49,49,77,0,154,77,77,2,2,1721795094561320,65,0,130,65,65,93,0,186,93,93,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",53809,"192.168.0.1",53,17,1721795094563032,256,2,2,1721795094563032,49,0,98,49,49,77,0,154,77,77,2,2,1721795094563288,65,0,130,65,65,93,0,186,93,93,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",58677,"192.168.0.1",53,17,1721795094564113,1652,2,2,1721795094564113,49,0,98,49,49,77,0,154,77,77,2,2,1721795094565765,77,0,154,77,77,105,0,210,105,105,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",60118,"142.251.36.202",443,6,1721795094564994,596814850,89,39,1721795691379844,615.7692,550.7099,24015,31,1412,309.96628,475.57578,27587,40,1452,129,91,1721795691324910,220.8022,376.5399,20093,31,1412,195.8527,331.84326,25265,40,1452,"Google","Google","www.googleapis.com","Google","Google","Apple Music","Text Chat","dns"
"192.168.0.222",60119,"142.251.36.202",443,6,1721795094567155,555562458,67,39,1721795650122720,128.8718,137.77615,5026,31,679,115.37313,122.63718,7730,40,719,97,59,1721795650129613,219.69492,433.97025,12962,31,1412,173.75258,354.9939,16854,40,1452,"Google","Google","www.googleapis.com","Google","Google","Unknown","Text Chat","dns"
"192.168.0.222",60413,"192.168.0.1",53,17,1721795095390125,72054,4,4,1721795095420519,50,0,200,50,50,78,0,312,78,78,4,4,1721795095462179,223,0,892,223,223,251,0,1004,251,251,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.119",50753,"192.168.0.1",53,17,1721795095575792,103491820,6,6,1721795098584648,52,0,312,52,52,80,0,480,80,80,6,6,1721795199067612,52,0,312,52,52,80,0,480,80,80,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",62918,"192.168.0.1",53,17,1721795097195492,56262,4,4,1721795097225489,49,0,196,49,49,77,0,308,77,77,4,4,1721795097251754,137,0,548,137,137,165,0,660,165,165,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",50725,"192.168.0.1",53,17,1721795097240989,265,2,2,1721795097240989,49,0,98,49,49,77,0,154,77,77,2,2,1721795097241254,137,0,274,137,137,165,0,330,165,165,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",60120,"20.166.126.56",443,6,1721795097244260,269478,12,5,1721795097513738,120.4,61.25553,602,38,216,91.166664,70.6928,1094,40,256,9,6,1721795097513253,468.5,565.37445,2811,38,1460,353.66666,510.93665,3183,40,1500,"Microsoft","Microsoft","fe3cr.delivery.mp.microsoft.com/glb.cws.prod.dcat.dsp.trafficmanager.net","Microsoft","Microsoft","Meta","Unknown","dns"
"192.168.0.222",53128,"192.168.0.1",53,17,1721795097355928,21724,2,2,1721795097355928,37,0,74,37,37,65,0,130,65,65,2,2,1721795097377652,101,0,202,101,101,129,0,258,129,129,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
