"sip","sport","dip","dport","proto","first_timestamp","total_time","pkt_fwd_count","pl_fwd_count","last_timestamp_fwd","pl_len_fwd_mean","pl_len_fwd_stdev","pl_len_fwd_total","pl_len_fwd_min","pl_len_fwd_max","pkt_len_fwd_mean","pkt_len_fwd_stdev","pkt_len_fwd_total","pkt_len_fwd_min","pkt_len_fwd_max","pkt_bwd_count","pl_bwd_count","last_timestamp_bwd","pl_len_bwd_mean","pl_len_bwd_stdev","pl_len_bwd_total","pl_len_bwd_min","pl_len_bwd_max","pkt_len_bwd_mean","pkt_len_bwd_stdev","pkt_len_bwd_total","pkt_len_bwd_min","pkt_len_bwd_max","dd","dn","dns","ds","application","app","traffic_type","label"
"192.168.0.65",50060,"142.251.36.206",443,17,1721799078802778,89560,24,24,1721799078892338,446.91666,567.38367,10726,31,1250,474.91666,567.38367,11398,59,1278,24,24,1721799078891747,396.08334,471.50226,9506,22,1250,424.08334,471.5023,10178,50,1278,"Google","Google","clients4.google.com/clients.l.google.com","Google","Google","Unknown","Unknown","dns"
"192.168.0.65",60113,"192.168.0.1",53,6,1721798868854129,2184,6,2,1721798868856313,26,24,52,2,50,50.666668,18.098492,304,40,90,6,1,1721798868856191,180,0,180,180,180,72,66.3325,432,40,220,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.1",7348,"192.168.0.155",443,6,1721798783960505,30074721,13,3,1721798814035226,445.66666,406.61887,1337,64,1009,155.46153,270.72287,2021,52,1061,9,6,1721798784030782,623.3333,597.9548,3740,79,1448,468.44446,569.1901,4216,52,1500,"Unknown","Unknown","gitlab.cubro.org","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.172",54550,"192.168.0.1",53,17,1721799084369229,22798,2,2,1721799084369229,35,0,70,35,35,63,0,126,63,63,2,2,1721799084392027,131,0,262,131,131,159,0,318,159,159,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.75",60605,"31.13.84.51",443,17,1721799088266379,2425915,68,68,1721799090692294,152.08824,295.89816,10342,34,1250,180.08824,295.89816,12246,62,1278,102,102,1721799090691784,584.9216,534.2411,59662,30,1232,612.9216,534.24115,62518,58,1260,"Whatsapp","Meta","media-vie1-1.cdn.whatsapp.net","Whatsapp","Whatsapp","Gotomeeting","Streaming","dns"
"192.168.3.75",63520,"192.168.0.1",53,17,1721799079222977,1791561,8,8,1721799080966070,45,13.874437,360,32,66,73,13.874437,584,60,94,8,8,1721799081014538,66,11.726039,528,49,82,94,11.726039,752,77,110,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",57202,"192.168.0.1",53,17,1721798932320827,23392,2,2,1721798932320827,82,0,164,82,82,110,0,220,110,110,2,2,1721798932344219,175,0,350,175,175,203,0,406,203,203,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.114",50811,"192.168.0.1",53,17,1721799079314156,16295,2,2,1721799079314156,39,0,78,39,39,67,0,134,67,67,2,2,1721799079330451,84,0,168,84,84,112,0,224,112,112,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.75",62442,"142.251.36.227",443,6,1721798899805437,1240637,16,9,1721798901046074,496.8889,546.19727,4472,31,1412,320.25,477.6618,5124,40,1452,16,8,1721798901045763,497.125,489.5458,3977,31,1412,289.3125,425.7305,4629,40,1452,"Youtube","Google","beacons3.gvt2.com","Google","Google","Gmail","Unknown","dns"
"192.168.3.75",63060,"142.251.37.1",443,17,1721799081172981,327609,32,32,1721799081500590,478,564.7245,15296,30,1250,506,564.7245,16192,58,1278,26,26,1721799081313413,502.3846,553.3332,13062,22,1250,530.38464,553.3331,13790,50,1278,"GoogleHosted","Google","lh3.googleusercontent.com/googlehosted.l.googleusercontent.com","Google","Google","Instagram","Unknown","dns"
"192.168.0.222",50147,"192.168.0.1",53,17,1721799024991359,311,2,2,1721799024991359,33,0,66,33,33,61,0,122,61,61,2,2,1721799024991670,49,0,98,49,49,77,0,154,77,77,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.114",57333,"162.125.21.3",443,6,1721799079331347,358923,4,2,1721799079540294,542.5,25.5,1085,517,568,314.25,268.8888,1257,40,608,4,1,1721799079690270,203,0,203,203,203,93.75,86.30868,375,40,243,"Dropbox","Unknown","notify.dropboxapi.com/bolt.v.dropbox.com","Dropbox","Dropbox","Unknown","Unknown","dns"
"192.168.3.75",54189,"192.168.0.1",53,17,1721799079673760,1501503,8,8,1721799081120168,41,4.6368093,328,33,44,69,4.6368093,552,61,72,8,8,1721799081175263,64.25,14.428704,514,49,88,92.25,14.428704,738,77,116,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.75",64330,"172.217.16.174",443,17,1721799079678564,1820778,202,202,1721799081499342,648,569.5743,130896,30,1250,676,569.57477,136552,58,1278,160,160,1721799081420141,289.2125,398.94623,46274,22,1250,317.2125,398.94626,50754,50,1278,"Google","Google","lh3.google.com/lh2.l.google.com","Google","Google","Apple","Video Chat","dns"
"192.168.3.75",58764,"142.251.36.170",443,17,1721799079693826,1807912,40,40,1721799081501738,316.55,476.51447,12662,31,1250,344.55,476.5145,13782,59,1278,40,40,1721799081251839,372.65,484.69284,14906,21,1250,400.65,484.69284,16026,49,1278,"Google","Google","gem-pa.googleapis.com","Unknown","Google","Facebook TV","Unknown","dns"
"192.168.0.119",60987,"192.168.0.1",53,17,1721798662872004,309,2,2,1721798662872004,52,0,104,52,52,80,0,160,80,80,2,2,1721798662872313,52,0,104,52,52,80,0,160,80,80,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.75",53127,"142.251.36.170",443,17,1721799079742439,1758961,44,44,1721799081501400,419.72726,523.8671,18468,31,1250,447.72726,523.8671,19700,59,1278,46,46,1721799081274956,473.08694,528.3289,21762,23,1250,501.08694,528.3289,23050,51,1278,"Google","Google","gem-pa.googleapis.com","Unknown","Google","Instagram","Unknown","dns"
"192.168.0.29",64082,"192.168.0.1",53,17,1721798933768801,198,2,2,1721798933768801,82,0,164,82,82,110,0,220,110,110,2,2,1721798933768999,141,0,282,141,141,169,0,338,169,169,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",51276,"192.168.0.1",53,17,1721799080451600,29688,2,2,1721799080451600,30,0,60,30,30,58,0,116,58,58,2,2,1721799080481288,295,0,590,295,295,323,0,646,323,323,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.75",57683,"142.251.37.14",443,17,1721799081059018,439675,138,138,1721799081498693,496.6087,568.4391,68532,31,1250,524.6087,568.4391,72396,59,1278,170,170,1721799081443009,740.4471,534.5838,125876,24,1250,768.4471,534.58344,130636,52,1278,"Google Calender","Google","calendar.google.com","Google Drive","Google Drive","Unknown","Video Chat","dns"
"192.168.3.172",62355,"17.248.213.70",443,6,1721799081423523,30111884,19,6,1721799111516252,173.5,194.84416,1041,24,517,107.42105,135.75996,2041,52,569,31,22,1721799111535407,982.5909,603.4742,21617,24,1448,748.80646,676.83527,23213,40,1500,"Apple","Unknown","attester.gateway.icloud.com/attester.gateway.fe2.apple-dns.net","Apple","Apple","Google","Unknown","dns"
"192.168.3.172",62421,"151.101.131.6",443,6,1721799126536302,59444,14,6,1721799126595746,209.5,241.46272,1257,24,582,140.07143,189.95319,1961,40,634,15,7,1721799126593436,830.4286,632.0698,5813,24,1444,440.06668,598.0521,6601,52,1496,"Fastly","Unknown","h3.apis.apple.map.fastly.net","Unknown","Fastly","Gmail","Unknown","dns"
"192.168.3.172",62356,"17.248.213.70",443,6,1721799082295906,2156788,53,14,1721799084452694,932.3571,586.2737,13053,24,1448,298.73584,509.45425,15833,52,1500,60,46,1721799084452676,1301.0217,399.6389,59847,31,1448,1049.5834,651.90326,62975,52,1500,"Apple","Unknown","attester.gateway.icloud.com/attester.gateway.fe2.apple-dns.net","Apple","Apple","Viber","Streaming","dns"
"192.168.3.172",57013,"192.168.0.1",53,17,1721799083569418,57482,2,2,1721799083569418,67,0,134,67,67,95,0,190,95,95,2,2,1721799083626900,216,0,432,216,216,244,0,488,244,244,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",49877,"192.168.0.1",53,17,1721799083927656,116,2,2,1721799083927656,36,0,72,36,36,64,0,128,64,64,2,2,1721799083927772,140,0,280,140,140,168,0,336,168,168,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",53197,"204.79.197.239",443,6,1721799083937885,69602628,36,28,1721799153539190,719.5,663.8322,20146,1,1440,599.94446,657.15466,21598,40,1480,41,18,1721799153540513,560.5,607.5217,10089,38,1460,286.65854,489.00604,11753,40,1500,"Microsoft","Unknown","edge.microsoft.com/dual-a-0036.a-msedge.net","Microsoft","Microsoft","Apple","Text Chat","dns"
"192.168.0.29",50635,"192.168.0.1",53,17,1721798739110866,31140,4,4,1721798739141728,36,0,144,36,36,64,0,256,64,64,4,4,1721798739142006,116,0,464,116,116,144,0,576,144,144,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",58585,"192.168.0.1",53,17,1721799084305481,139,2,2,1721799084305481,60,0,120,60,60,88,0,176,88,88,2,2,1721799084305620,76,0,152,76,76,104,0,208,104,104,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.75",57719,"192.168.0.1",53,17,1721799084465368,42462,2,2,1721799084465368,37,0,74,37,37,65,0,130,65,65,2,2,1721799084507830,77,0,154,77,77,105,0,210,105,105,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.172",62361,"17.248.213.70",443,6,1721799085481686,4834138,79,46,1721799090315824,1235.6305,452.88852,56839,24,1448,771.9367,700.09937,60983,52,1500,86,58,1721799090315505,1161.3103,550.2556,67356,6,1448,835.44183,707.08673,71848,52,1500,"Apple","Unknown","attester.gateway.icloud.com/attester.gateway.fe2.apple-dns.net","Apple","Apple","Amazon","Unknown","dns"
"192.168.0.65",61259,"142.251.36.234",443,17,1721799086457686,82279,24,24,1721799086533723,604.5833,573.4436,14510,31,1250,632.5833,573.44354,15182,59,1278,24,24,1721799086539965,387.41666,467.68338,9298,24,1250,415.41666,467.68338,9970,52,1278,"Google","Google","gem-pa.googleapis.com","Google","Google","Unknown","Unknown","dns"
"192.168.0.65",60200,"192.168.0.1",53,6,1721799086508790,44531,6,2,1721799086553321,20,18,40,2,38,48.666668,13.792106,292,40,78,6,1,1721799086552827,127,0,127,127,127,63.166668,46.641956,379,40,167,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.160",42753,"172.217.16.174",443,17,1721798650209268,117398,24,24,1721798650323643,671.9167,583.1036,16126,31,1250,699.9167,583.1036,16798,59,1278,24,24,1721798650326666,388.41666,461.6024,9322,24,1250,416.41666,461.6024,9994,52,1278,"Google","Google","lh3.google.com/lh2.l.google.com","Google","Google","Unknown","Unknown","dns"
"192.168.0.114",56101,"192.168.0.1",53,17,1721798980923099,1786,2,2,1721798980923099,47,0,94,47,47,75,0,150,75,75,2,2,1721798980924885,104,0,208,104,104,132,0,264,132,132,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.65",53095,"142.251.36.163",443,17,1721799086519710,60166354,48,48,1721799146686064,421.41666,520.3474,20228,31,1250,449.41666,520.3474,21572,59,1278,54,54,1721799146685691,291.92593,461.54385,15764,21,1250,319.92593,461.54355,17276,49,1278,"Youtube","Google","beacons.gcp.gvt2.com/beacons-handoff.gcp.gvt2.com","Unknown","Youtube","Unknown","Unknown","dns"
"192.168.0.65",57983,"216.239.32.116",443,17,1721799086570803,96242,24,24,1721799086667045,402.58334,508.3151,9662,31,1250,430.58334,508.3151,10334,59,1278,32,32,1721799086666433,314.125,445.88156,10052,21,1250,342.125,445.88156,10948,49,1278,"Youtube","Google","beacons4.gvt2.com","Youtube","Youtube","Discord","Unknown","dns"
"192.168.0.65",56121,"142.251.37.10",443,17,1721799087533747,88345,24,24,1721799087622092,460.66666,559.5213,11056,31,1250,488.66666,559.5213,11728,59,1278,26,26,1721799087621323,339.30768,457.7311,8822,21,1250,367.30768,457.73108,9550,49,1278,"Google","Google","gem-pa.googleapis.com","Google","Google","Unknown","Unknown","dns"
"192.168.0.119",54656,"192.168.0.1",53,17,1721799088034992,212,2,2,1721799088034992,41,0,82,41,41,69,0,138,69,69,2,2,1721799088035204,303,0,606,303,303,331,0,662,331,331,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",53579,"192.168.0.1",53,17,1721799025305125,235,2,2,1721799025305125,29,0,58,29,29,57,0,114,57,57,2,2,1721799025305360,45,0,90,45,45,73,0,146,73,73,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.75",56391,"31.13.84.51",443,6,1721799088271280,65005404,8,4,1721799153276684,519.75,558.58856,2079,1,1392,301.375,471.9976,2411,40,1432,8,4,1721799153276381,143.5,97.42818,574,39,290,114.75,97.42016,918,40,330,"Whatsapp","Meta","media-vie1-1.cdn.whatsapp.net","Whatsapp","Whatsapp","Skype","Unknown","dns"
"192.168.0.29",61011,"192.168.0.1",53,17,1721798935573446,14141,2,2,1721798935573446,36,0,72,36,36,64,0,128,64,64,2,2,1721798935587587,117,0,234,117,117,145,0,290,145,145,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",60097,"192.168.0.1",53,17,1721798935593408,183,2,2,1721798935593408,30,0,60,30,30,58,0,116,58,58,2,2,1721798935593591,212,0,424,212,212,240,0,480,240,240,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",51029,"192.168.0.1",53,17,1721798935612383,15026,2,2,1721798935612383,33,0,66,33,33,61,0,122,61,61,2,2,1721798935627409,109,0,218,109,109,137,0,274,137,137,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",57697,"192.168.0.1",53,17,1721798783277886,213,2,2,1721798783277886,30,0,60,30,30,58,0,116,58,58,2,2,1721798783278099,212,0,424,212,212,240,0,480,240,240,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",51500,"35.214.149.91",443,6,1721798935617865,25646359,9,3,1721798961264224,707.3333,566.583,2122,93,1460,277.1111,466.44745,2494,40,1500,7,4,1721798961261907,839.25,621.9893,3357,163,1460,521.2857,626.04626,3649,40,1500,"Unknown","Google","x.bidswitch.net/user-data-eu.bidswitch.net","Unknown","Amazon","Amazon","Unknown","dns"
"192.168.0.65",50486,"142.251.37.14",443,17,1721798957520155,349123,30,30,1721798957865312,424,540.26733,12720,29,1250,452,540.26733,13560,57,1278,26,26,1721798957869278,451.15384,511.31683,11730,22,1250,479.15384,511.31683,12458,50,1278,"Google Calender","Google","calendar.google.com","Google Drive","Google Drive","Instagram","Unknown","dns"
"192.168.0.29",60327,"192.168.0.1",53,17,1721798935659225,301595,2,2,1721798935659225,30,0,60,30,30,58,0,116,58,58,2,2,1721798935960820,117,0,234,117,117,145,0,290,145,145,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",51501,"31.222.226.18",443,6,1721798935664003,15033167,5,0,1721798950697170,0,0,0,0,0,52,0,260,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,"Unknown","Unknown","cookies.andbeyond.media","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",49540,"192.168.0.1",53,17,1721798935741578,2860,2,2,1721798935741578,34,0,68,34,34,62,0,124,62,62,2,2,1721798935744438,165,0,330,165,165,193,0,386,193,193,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",51504,"31.222.226.18",443,6,1721798935917779,15030469,5,0,1721798950948248,0,0,0,0,0,52,0,260,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,"Unknown","Unknown","cookies.andbeyond.media","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.75",55480,"192.168.0.1",53,17,1721798936019365,2526675,12,12,1721798938545841,41.5,8.440971,498,33,59,69.5,8.440971,834,61,87,12,12,1721798938546040,192.66667,58.320004,2312,124,300,220.66667,58.31997,2648,152,328,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.172",51029,"192.168.0.1",53,17,1721799127050100,40337,2,2,1721799127050100,41,0,82,41,41,69,0,138,69,69,2,2,1721799127090437,159,0,318,159,159,187,0,374,187,187,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.75",62579,"68.220.193.245",443,6,1721798936481332,61274405,13,7,1721798997755737,760.8571,590.76135,5326,126,1440,450.6154,575.36584,5858,40,1480,9,6,1721798937245822,930.6667,541.70276,5584,258,1460,661.7778,621.66174,5956,40,1500,"Microsoft","Microsoft","in.appcenter.ms/in1-gw2-03-3d6c3051.eastus2.cloudapp.azure.com","Unknown","Microsoft","Unknown","Unknown","dns"
"192.168.3.75",62580,"172.26.191.226",443,6,1721798936573789,15001963,5,0,1721798951575752,0,0,0,0,0,52,0,260,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.172",54440,"192.168.0.1",53,17,1721799112757177,319,2,2,1721799112757177,48,0,96,48,48,76,0,152,76,76,2,2,1721799112757496,114,0,228,114,114,142,0,284,142,142,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.75",62582,"192.229.221.95",80,6,1721798936878266,60878095,5,1,1721798997756361,240,0,240,240,240,90.4,94.91386,452,40,280,3,1,1721798936903563,737,0,737,737,737,289.66666,344.63153,869,40,777,"Unknown","Unknown","fp2e7a.wpc.2be4.phicdn.net/fp2e7a.wpc.phicdn.net","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",51726,"192.168.0.1",53,17,1721798932538854,175,2,2,1721798932538854,32,0,64,32,32,60,0,120,60,60,2,2,1721798932539029,180,0,360,180,180,208,0,416,208,208,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",65429,"192.168.0.1",53,17,1721798933623097,279,2,2,1721798933623097,36,0,72,36,36,64,0,128,64,64,2,2,1721798933623376,61,0,122,61,61,89,0,178,89,89,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.75",62583,"204.79.197.203",80,6,1721798936952537,60803991,5,1,1721798997756528,249,0,249,249,249,92.2,98.5097,461,40,289,4,2,1721798936971007,1192.5,267.5,2385,925,1460,639.25,622.6891,2557,40,1500,"MSN","Microsoft","api.msn.com/a-0003.a-msedge.net","MSN","MSN","Deezer","Unknown","dns"
"192.168.3.75",62585,"172.26.191.226",443,6,1721798936958185,15001527,5,0,1721798951959712,0,0,0,0,0,52,0,260,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.75",62587,"20.242.39.171",443,6,1721798937479779,30142560,100,75,1721798967622339,1326.16,325.31158,99462,38,1420,1034.74,639.4449,103474,40,1460,169,138,1721798967621690,1406.4203,250.2129,194086,38,1460,1188.5089,589.26746,200858,40,1500,"Microsoft","Unknown","fe3cr.delivery.mp.microsoft.com/glb.cws.prod.dcat.dsp.trafficmanager.net","Unknown","Microsoft","SCP","File Transfer","dns"
"192.168.3.75",62592,"20.54.110.119",443,6,1721798938668883,730104,14,6,1721798939398987,348.83334,433.93295,2093,38,1302,190.35715,332.04315,2665,40,1342,11,7,1721798939398713,773.8571,646.7827,5417,38,1460,533.5455,635.3928,5869,40,1500,"Microsoft","Microsoft","tsfe.trafficshaping.dsp.mp.microsoft.com/tsfe.trafficmanager.net","Unknown","Microsoft","Unknown","Unknown","dns"
"192.168.0.114",57331,"162.125.21.3",443,6,1721798940648601,138766516,7,3,1721799079312146,369.66666,245.30844,1109,24,568,200.14285,242.34358,1401,40,608,9,3,1721799079415117,337.33334,324.87366,1012,24,785,153.77777,245.32191,1384,40,825,"Dropbox","Unknown","notify.dropboxapi.com/bolt.v.dropbox.com","Dropbox","Dropbox","Unknown","Unknown","dns"
"192.168.0.65",60149,"192.168.0.1",53,6,1721798976470824,1029,6,2,1721798976471853,15,13,30,2,28,47,10.311802,282,40,68,6,1,1721798976471762,55,0,55,55,55,51.166668,20.086617,307,40,95,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.50",48027,"162.159.200.123",123,17,1721798942037469,1373,2,2,1721798942037469,48,0,96,48,48,76,0,152,76,76,2,2,1721798942038842,48,0,96,48,48,76,0,152,76,76,"Unknown","Unknown","0.debian.pool.ntp.org","Unknown","Discord","Discord","Unknown","dns"
"192.168.3.75",62564,"52.123.129.14",443,6,1721798932992835,66085675,65,36,1721798999078510,796.6667,581.42725,28680,1,1440,481.41537,586.4303,31292,40,1480,95,68,1721798999078351,507.16177,542.55115,34487,31,1460,403.27368,512.6857,38311,40,1500,"Microsoft Teams","Unknown","teams.microsoft.com/s-0005.dual-s-msedge.net","Microsoft Teams","Microsoft Teams","Unknown","Text Chat","dns"
"192.168.3.75",62595,"104.96.135.132",443,6,1721798942399308,159049,9,3,1721798942558357,193.33333,47.95367,580,126,234,105.77778,94.4196,952,40,274,12,8,1721798942558135,851.375,560.3104,6811,31,1460,608.5833,607.65924,7303,40,1500,"Microsoft","Unknown","storecatalogrevocation.storequality.microsoft.com/e10198.b.akamaiedge.net","Unknown","Microsoft","Deezer","Unknown","dns"
"192.168.0.29",53170,"192.168.0.1",53,17,1721798781258331,333,2,2,1721798781258331,30,0,60,30,30,58,0,116,58,58,2,2,1721798781258664,212,0,424,212,212,240,0,480,240,240,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.75",52344,"192.168.0.1",53,17,1721798942685471,74323,4,4,1721798942753615,50.5,7.5,202,43,58,78.5,7.5,314,71,86,4,4,1721798942759794,141,30,564,111,171,169,30,676,139,199,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.75",62597,"20.199.58.43",443,6,1721798942748135,2069136,23,12,1721798944817271,895.25,562.8284,10743,38,1440,507.6087,603.97217,11675,40,1480,38,30,1721798943016544,1129.4667,561.44836,33884,38,1460,933.2632,676.8225,35464,40,1500,"Microsoft","Unknown","fd.api.iris.microsoft.com/iris-de-prod-azsc-v2-frc.francecentral.cloudapp.azure.com","Unknown","Microsoft","Unknown","Unknown","dns"
"192.168.3.75",56374,"20.242.39.171",443,6,1721799063333048,1816956,90,81,1721799065150004,817,675.10974,66177,38,1420,775.43335,685.62036,69789,40,1460,41,7,1721799065149851,721.2857,591.2161,5049,38,1460,163.43903,365.0575,6701,40,1500,"Microsoft","Unknown","fe3cr.delivery.mp.microsoft.com/glb.cws.prod.dcat.dsp.trafficmanager.net","Unknown","Microsoft","Facebook Messenger","Unknown","dns"
"192.168.0.160",47457,"142.251.37.3",443,17,1721799106651077,62173,18,18,1721799106713250,531.55554,561.174,9568,31,1250,559.55554,561.174,10072,59,1278,20,20,1721799106694539,447.4,488.6936,8948,22,1250,475.4,488.6936,9508,50,1278,"Google","Google","ssl.gstatic.com","Unknown","Google","Webex","Unknown","dns"
"192.168.0.222",53188,"95.101.23.205",443,6,1721799072927570,20021828,11,4,1721799092949398,111.75,57.77705,447,38,196,81.72727,63.45806,899,40,236,13,7,1721799092949229,605.1429,611.9814,4236,31,1460,366.76923,540.4458,4768,40,1500,"Unknown","Unknown","Unknown","Unknown","Microsoft Teams","Microsoft Teams","Unknown","dns"
"192.168.0.222",53175,"95.101.23.194",443,6,1721799071433610,20030568,10,4,1721799091464178,112.5,58.874866,450,38,199,86.2,65.79484,862,40,239,13,7,1721799091464024,579.2857,601.8293,4055,31,1460,352.84616,527.1251,4587,40,1500,"MSN","Unknown","assets.msn.com/e28578.d.akamaiedge.net","MSN","MSN","Amazon","Unknown","dns"
"192.168.3.75",62598,"20.54.110.119",443,6,1721798942755454,270075,13,6,1721798943025529,348.33334,433.2715,2090,38,1300,201.6923,341.33548,2622,40,1340,11,7,1721798943025247,764.5714,638.0336,5352,38,1460,527.63635,627.1187,5804,40,1500,"Microsoft","Microsoft","tsfe.trafficshaping.dsp.mp.microsoft.com/tsfe.trafficmanager.net","Unknown","Microsoft","Unknown","Unknown","dns"
"192.168.0.29",58405,"192.168.0.1",53,17,1721798943915751,14878,2,2,1721798943915751,43,0,86,43,43,71,0,142,71,71,2,2,1721798943930629,59,0,118,59,59,87,0,174,87,87,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",54477,"192.168.0.1",53,17,1721798943915754,2545,2,2,1721798943915754,43,0,86,43,43,71,0,142,71,71,2,2,1721798943918299,100,0,200,100,100,128,0,256,128,128,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.75",50378,"192.168.0.1",53,17,1721798944162334,119138,4,4,1721798944276846,50.5,1.5,202,49,52,78.5,1.5,314,77,80,4,4,1721798944281472,142,20,568,122,162,170,20,680,150,190,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",63984,"192.168.0.1",53,17,1721798933399086,116,2,2,1721798933399086,29,0,58,29,29,57,0,114,57,57,2,2,1721798933399202,104,0,208,104,104,132,0,264,132,132,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",51850,"192.168.0.1",53,17,1721799032284713,334,2,2,1721799032284713,33,0,66,33,33,61,0,122,61,61,2,2,1721799032285047,49,0,98,49,49,77,0,154,77,77,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.75",62609,"13.89.179.11",443,6,1721798946297548,837347,13,6,1721798947134895,366.33334,363.12744,2198,38,1035,210,306.44537,2730,40,1075,11,7,1721798947134664,668.4286,649.77466,4679,38,1460,466.45456,609.22253,5131,40,1500,"Microsoft","Microsoft","v10.events.data.microsoft.com/onedscolprdcus15.centralus.cloudapp.azure.com","Microsoft Teams","Microsoft Teams","Unknown","Unknown","dns"
"192.168.0.222",58717,"34.107.243.93",443,6,1721799025326961,117088436,12,6,1721799142415397,156.33333,231.9667,938,31,673,119.166664,181.29803,1430,40,713,11,7,1721799142369446,536.7143,582.4941,3757,31,1412,382.63635,530.88934,4209,40,1452,"Mozilla","Unknown","autopush.prod.mozaws.net","Mozilla","Mozilla","Unknown","Unknown","dns"
"192.168.3.75",62827,"192.168.0.1",53,17,1721798946913420,11877197,4,4,1721798958776608,41.5,5.5,166,36,47,69.5,5.5,278,64,75,4,4,1721798958790617,163,24,652,139,187,191,24,764,167,215,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.3.75",62611,"13.89.179.11",443,6,1721798947441251,820016,13,6,1721798948261267,347.16666,328.73416,2083,38,920,201.15384,282.03543,2615,40,960,12,8,1721798948261133,590.125,642.14594,4721,38,1460,434.41666,592.8857,5213,40,1500,"Microsoft","Microsoft","v10.events.data.microsoft.com/onedscolprdcus15.centralus.cloudapp.azure.com","Microsoft Teams","Microsoft Teams","Unknown","Unknown","dns"
